,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
340,Audi TT,2013,2 owners,"63,000 miles",2.0L,170PS,Manual,Diesel,"£10,799",N/A,Coupe,Charles Hurst Usedirect Newtownabbey - See all 43 cars,Dealer locationNewtownabbey
341,Renault Megane,2019,1 owner,"36,000 miles",1.3L,140BHP,Manual,Petrol,"£11,499",N/A,Estate,Usedirect Belfast 27 Boucher Road - See all 40 cars,Dealer locationBelfast
342,Ford Fiesta,2017,2 owners,"51,000 miles",1.0L,100PS,Manual,Petrol,"£8,765",N/A,Hatchback,M Gallagher Motors - See all 11 cars,Dealer locationNewtownabbey
343,Nissan Juke,2011,2 owners,"72,000 miles",1.6L,117PS,Manual,Petrol,"£5,199",N/A,SUV,Charles Hurst Usedirect Portadown - See all 46 cars,Dealer locationBelfast
344,Vauxhall Astra,2020,N/A,"9,638 miles",1.5L,105PS,Manual,Diesel,"£12,995",N/A,Hatchback,Ballyrobert Vauxhall Bangor - See all 99 cars,Dealer locationBangor
345,Citroen C3,2019,2 owners,"32,310 miles",1.2L,82BHP,Manual,Petrol,"£10,750",N/A,Hatchback,Crawford Clarke Cars - See all 62 cars,Dealer locationBelfast
346,Volkswagen Polo,2020,N/A,"20,547 miles",1.0L,95PS,Manual,Petrol,"£15,950",N/A,Hatchback,Agnew Volkswagen Belfast - See all 105 cars,Dealer locationBelfast
347,Dacia Duster,2019,2 owners,"35,123 miles",1.3L,130PS,Manual,Petrol,"£12,995",N/A,SUV,Regency Cars - See all 47 cars,Dealer locationNewtownards
348,SKODA Octavia,2012,N/A,"81,589 miles",2.0L,108BHP,Manual,Diesel,"£5,495",N/A,Hatchback,M H MOTORS LTD - See all 99 cars,Dealer locationNewtownabbey
349,Toyota Auris,2009,4 owners,"74,060 miles",1.33L,100BHP,Manual,Petrol,"£2,899",N/A,Hatchback,RLW Cars - See all 3 cars,"Dealer locationBangor, County Down"
350,Audi Q2,2020,N/A,"18,021 miles",1.0L,116PS,Manual,Petrol,"£17,990",N/A,SUV,Belfast Audi - See all 68 cars,Dealer locationBelfast
351,Audi Q5,2017,N/A,"70,427 miles",2.0L,190PS,Automatic,Diesel,"£23,350",N/A,SUV,Belfast Audi - See all 68 cars,Dealer locationBelfast
352,Vauxhall Grandland X,2019,1 owner,"48,000 miles",1.5L,130PS,Manual,Diesel,"£11,999",N/A,SUV,Charles Hurst Usedirect Newtownabbey - See all 43 cars,Dealer locationNewtownabbey
353,Chevrolet Spark,2011,N/A,"63,549 miles",1.0L,67BHP,Manual,Petrol,"£2,495",N/A,Hatchback,M H MOTORS LTD - See all 99 cars,Dealer locationNewtownabbey
354,Vauxhall Mokka X,2019,1 owner,"23,411 miles",1.4L,140PS,Manual,Petrol,"£12,995",N/A,SUV,Ballyrobert Vauxhall Bangor - See all 99 cars,Dealer locationBangor
355,Nissan Qashqai,2020,N/A,"18,447 miles",1.3L,140PS,Manual,Petrol,"£15,895",N/A,SUV,Ballyrobert Vauxhall Bangor - See all 99 cars,Dealer locationBangor
356,SKODA Fabia,2018,2 owners,"53,000 miles",1.0L,60PS,Manual,Petrol,"£7,250",N/A,Hatchback,James Logan Cars - See all 10 cars,Dealer locationCarrickfergus
357,Vauxhall Crossland,2022,N/A,"11,481 miles",1.5L,110PS,Manual,Diesel,"£16,495",N/A,SUV,Ballyrobert Vauxhall Bangor - See all 99 cars,Dealer locationBangor
358,Nissan Juke,2013,3 owners,"79,000 miles",1.5L,110PS,Manual,Diesel,"£5,975",N/A,SUV,DYNAMIC VEHICLES NI LTD - See all 10 cars,Dealer locationBallyclare
359,Vauxhall Insignia,2019,1 owner,"59,000 miles",1.6L,136PS,Manual,Diesel,"£11,150",N/A,Hatchback,M Gallagher Motors - See all 11 cars,Dealer locationNewtownabbey
360,Nissan Juke,2016,N/A,"23,000 miles",1.2L,115PS,Manual,Petrol,"£10,495",N/A,SUV,Ballyrobert Mallusk - See all 99 cars,Dealer locationNewtownabbey
361,Ford Focus,2014,3 owners,"56,831 miles",1.6L,125PS,Automatic,Petrol,"£8,365",N/A,Hatchback,Auto Choice - See all 59 cars,Dealer locationNewtownards
362,SEAT Toledo,2013,N/A,"59,768 miles",1.2L,Manual,Petrol,1 owner,"£5,865",N/A,Hatchback,Auto Choice - See all 59 cars,Dealer locationNewtownards
363,Audi Q5,2017,N/A,"70,427 miles",2.0L,190PS,Automatic,Diesel,"£23,350",N/A,SUV,Belfast Audi - See all 68 cars,Dealer locationBelfast
364,Audi Q2,2017,N/A,"25,018 miles",1.6L,116PS,Manual,Diesel,"£16,450",N/A,SUV,Belfast Audi - See all 68 cars,Dealer locationBelfast
365,Lexus IS 300,2013,3 owners,"71,060 miles",2.5L,223PS,Automatic,Petrol Hybrid,"£12,950",N/A,Saloon,J & F Group - See all 17 cars,Dealer locationNewtownabbey
366,Land Rover Range Rover Evoque,2016,N/A,"50,250 miles",2.0L,177BHP,Automatic,Diesel,"£16,495",N/A,SUV,Car Brothers NI - See all 45 cars,Dealer locationNewtownabbey
367,Vauxhall Astra,2020,N/A,"21,619 miles",1.5L,122PS,Manual,Diesel,"£12,895",N/A,Hatchback,Ballyrobert Vauxhall Bangor - See all 99 cars,Dealer locationBangor
368,Land Rover Range Rover Evoque,2018,1 owner,"43,375 miles",2.0L,148BHP,Manual,Diesel,"£16,995",N/A,SUV,Burch Autos - See all 30 cars,Dealer locationNewtownards
369,Nissan Micra,2017,3 owners,"30,921 miles",0.9L,90PS,Manual,Petrol,"£10,635",N/A,Hatchback,Auto Choice - See all 59 cars,Dealer locationNewtownards
370,BMW 6 Series,2004,7 owners,"102,000 miles",4.4L,338PS,Automatic,Petrol,"£4,950",N/A,Convertible,LMC Cars - See all 5 cars,Dealer locationBelfast
