,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
356,SKODA Fabia,2018,2,53000.0,1.0L,59.0,Manual,Petrol,7250.0,GC,Hatchback,James Logan Cars,Carrickfergus,,SKODA
358,Nissan Juke,2013,3,79000.0,1.5L,108.0,Manual,Diesel,5975.0,GC,SUV,DYNAMIC VEHICLES NI LTD,Ballyclare,,Nissan
359,Vauxhall Insignia,2019,1,59000.0,1.6L,134.0,Manual,Diesel,11150.0,GC,Hatchback,M Gallagher Motors,Newtownabbey,,Vauxhall
361,Ford Focus,2014,3,56831.0,1.6L,123.0,Automatic,Petrol,8365.0,GC,Hatchback,Auto Choice,Newtownards,,Ford
365,Lexus IS 300,2013,3,71060.0,2.5L,220.0,Automatic,Petrol Hybrid,12950.0,GC,Saloon,J & F Group,Newtownabbey,,Lexus
368,Land Rover Range Rover Evoque,2018,1,43375.0,2.0L,148.0,Manual,Diesel,16995.0,GC,SUV,Burch Autos,Newtownards,,Land
369,Nissan Micra,2017,3,30921.0,0.9L,89.0,Manual,Petrol,10635.0,GC,Hatchback,Auto Choice,Newtownards,,Nissan
370,BMW 6 Series,2004,7,102000.0,4.4L,333.0,Automatic,Petrol,4950.0,GC,Convertible,LMC Cars,Belfast,,BMW
371,BMW 4 Series Gran Coupe,2018,2,70800.0,3.0L,254.0,Automatic,Diesel,17995.0,GC,Hatchback,Car Brothers NI,Newtownabbey,,BMW
372,Peugeot 208,2021,1,11525.0,1.2L,99.0,Manual,Petrol,15495.0,GC,Hatchback,Regency Cars,Newtownards,,Peugeot
373,Audi A4 Avant,2017,2,110000.0,2.0L,148.0,Manual,Diesel,11350.0,GC,Estate,Morgan Cars and Commercials Ltd,Ballyclare,,Audi
374,Renault Clio,2019,2,35000.0,0.9L,89.0,Manual,Petrol,9995.0,GC,Hatchback,JMM CAR SALES,"Bangor, County Down",,Renault
378,SEAT Leon,2018,2,53271.0,1.4L,124.0,Manual,Petrol,12290.0,GC,Estate,Fusco Vehicle Sales,Bangor,,SEAT
379,SKODA Rapid,2014,3,67754.0,1.6L,104.0,Manual,Diesel,6865.0,GC,Hatchback,Auto Choice,Newtownards,,SKODA
383,Renault Clio,2020,2,6000.0,1.0L,100.0,Manual,Petrol,11499.0,GC,Hatchback,Charles Hurst Renault Newtownards,Newtownards,,Renault
384,Mercedes-Benz E Class,2016,3,62900.0,2.1L,175.0,Automatic,Diesel,15399.0,GC,Estate,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Mercedes-Benz
386,Citroen C3,2020,1,27391.0,1.2L,82.0,Manual,Petrol,10295.0,GC,Hatchback,Gary White Car Sales,Belfast,,Citroen
387,Nissan Juke,2013,2,54000.0,1.6L,93.0,Manual,Petrol,5995.0,GC,SUV,Fc Motors,Newtownabbey,,Nissan
392,Ford Fiesta,2013,4,77213.0,1.25L,81.0,Manual,Petrol,5800.0,GC,Hatchback,Trust Ford Belfast,Newtownabbey,,Ford
393,SKODA Octavia,2015,2,74600.0,2.0L,148.0,Manual,Diesel,10495.0,GC,Estate,Mallusk Auto Centre Ltd,Newtownabbey,,SKODA
394,Mercedes-Benz Gla Class,2018,2,35545.0,2.1L,174.0,Automatic,Diesel,19995.0,GC,SUV,Fusco Vehicle Sales,Bangor,,Mercedes-Benz
395,Mercedes-Benz C Class,2015,5,91000.0,2.1L,168.0,Automatic,Diesel,11500.0,GC,Saloon,,,,Mercedes-Benz
396,Land Rover Freelander 2,2014,2,50908.0,2.2L,148.0,Manual,Diesel,12865.0,GC,SUV,Auto Choice,Newtownards,,Land
397,Toyota RAV4,2011,3,71000.0,2.0L,156.0,Automatic,Petrol,8500.0,GC,SUV,Clearly Cars,Belfast,,Toyota
404,Peugeot 308,2019,2,18453.0,1.2L,129.0,Manual,Petrol,13695.0,GC,Hatchback,Regency Cars,Newtownards,,Peugeot
405,BMW 5 Series,2017,2,31642.0,2.0L,252.0,Automatic,Petrol,21999.0,GC,Saloon,Charles Hurst Premium Direct,Belfast,,BMW
406,Vauxhall Astra,2016,2,45000.0,1.4L,99.0,Manual,Petrol,7950.0,GC,Hatchback,DYNAMIC VEHICLES NI LTD,Ballyclare,,Vauxhall
407,Nissan Qashqai,2019,1,78889.0,1.3L,138.0,Manual,Petrol,10499.0,GC,SUV,Charles Hurst Nissan Newtownabbey,Newtownabbey,,Nissan
408,Volkswagen Golf,2019,3,30953.0,2.0L,242.0,Automatic,Petrol,23250.0,GC,Hatchback,Richard Dorrian Cars,Bangor,,Volkswagen
410,Peugeot 3008,2018,1,45500.0,1.2L,129.0,Automatic,Petrol,15950.0,GC,SUV,B M AutoExchange,Newtownards,,Peugeot
411,Renault Clio,2021,1,19535.0,1.0L,100.0,Manual,Petrol,13495.0,GC,Hatchback,Crawford Clarke Cars,Belfast,,Renault
412,Hyundai Kona,2019,1,59883.0,1.0L,118.0,Manual,Petrol,11890.0,GC,SUV,Fusco Vehicle Sales,Bangor,,Hyundai
413,SEAT Ibiza,2018,4,31104.0,1.0L,113.0,Manual,Petrol,12499.0,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,SEAT
417,Audi A4 Avant,2017,2,52720.0,1.4L,148.0,Manual,Petrol,15495.0,GC,Estate,Burch Autos,Newtownards,,Audi
418,MINI Hatch,2020,1,45568.0,1.5L,136.0,Manual,Petrol,12499.0,GC,Hatchback,Charles Hurst Usedirect Portadown,Belfast,,MINI
419,Volkswagen T-Roc,2018,1,59856.0,1.0L,113.0,Manual,Petrol,14099.0,GC,SUV,Usedirect Belfast 62 Boucher Road,Belfast,,Volkswagen
420,Volkswagen Tiguan,2012,3,189000.0,2.0L,138.0,Manual,Diesel,6000.0,GC,SUV,E Flynn Car Sales,Ballygowan,,Volkswagen
421,Vauxhall Insignia,2018,1,19000.0,1.6L,134.0,Manual,Diesel,12995.0,GC,Hatchback,M Gallagher Motors,Newtownabbey,,Vauxhall
422,Peugeot 508 SW,2020,1,74822.0,1.6L,222.0,Automatic,Petrol Plug-in Hybrid,15999.0,GC,Estate,Charles Hurst Usedirect Portadown,Belfast,,Peugeot
423,Toyota Aygo,2015,2,57000.0,1.0L,69.0,Manual,Petrol,5395.0,GC,Hatchback,Burch Autos,Newtownards,,Toyota
425,Ford Mondeo,2011,4,138000.0,2.0L,143.0,Manual,Petrol,2499.0,GC,Hatchback,E Flynn Car Sales,Ballygowan,,Ford
430,Vauxhall Astra,2016,2,64071.0,1.4L,148.0,Manual,Petrol,8499.0,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,Vauxhall
431,Nissan Qashqai,2017,2,48487.0,1.5L,108.0,Manual,Diesel,10495.0,GC,SUV,Car Brothers NI,Newtownabbey,,Nissan
432,BMW 3 Series,2019,1,53141.0,2.0L,181.0,Automatic,Petrol,21495.0,GC,Saloon,Car Brothers NI,Newtownabbey,,BMW
434,Ford Fiesta,2014,4,67000.0,1.25L,81.0,Manual,Petrol,5895.0,GC,Hatchback,Fc Motors,Newtownabbey,,Ford
435,BMW 3 Series,2007,1,24740.0,3.0L,215.0,Automatic,Petrol,11995.0,GC,Convertible,Auto Choice,Newtownards,,BMW
436,MINI Countryman,2014,2,36250.0,1.6L,122.0,Manual,Petrol,9495.0,GC,SUV,SUITOR AUTOS LTD,Newtownards,,MINI
437,Audi TT,2010,5,101000.0,2.0L,197.0,Manual,Petrol,4300.0,GC,Coupe,,,,Audi
438,Fiat 500L,2019,2,19691.0,1.4L,94.0,Manual,Petrol,11995.0,GC,MPV,Crawford Clarke Cars,Belfast,,Fiat
439,Fiat Punto,2013,5,56000.0,1.2L,69.0,Manual,Petrol,2695.0,Cat D,Hatchback,Fc Motors,Newtownabbey,,Fiat
443,Honda Civic,2019,1,38900.0,1.6L,118.0,Manual,Diesel,13299.0,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,Honda
444,KIA Sportage,2018,1,32000.0,1.6L,130.0,Manual,Petrol,16999.0,GC,SUV,Charles Hurst Kia Newtownabbey,Newtownabbey,,KIA
446,Renault Twingo,2010,3,93662.0,1.6L,131.0,Manual,Petrol,4250.0,GC,Hatchback,Clearly Cars,Belfast,,Renault
447,Peugeot 2008,2019,1,27123.0,1.2L,108.0,Manual,Petrol,11995.0,GC,SUV,Regency Cars,Newtownards,,Peugeot
449,Hyundai i30,2019,1,19645.0,1.0L,118.0,Manual,Petrol,12390.0,GC,Hatchback,Fusco Vehicle Sales,Bangor,,Hyundai
451,BMW 5 Series,2014,1,97000.0,2.0L,181.0,Automatic,Diesel,10995.0,GC,Saloon,DYNAMIC VEHICLES NI LTD,Ballyclare,,BMW
452,Peugeot 208,2020,1,17078.0,1.2L,99.0,Manual,Petrol,13999.0,GC,Hatchback,Charles Hurst Peugeot Belfast,Belfast,,Peugeot
458,Renault Kadjar,2016,2,51802.0,1.6L,130.0,Manual,Diesel,11495.0,GC,SUV,Crawford Clarke Cars,Belfast,,Renault
459,Volkswagen Golf,2019,1,40381.0,1.0L,113.0,Manual,Petrol,13799.0,GC,Hatchback,Usedirect Belfast 27 Boucher Road,Belfast,,Volkswagen
460,Vauxhall Zafira Tourer,2016,2,60000.0,1.6L,132.0,Manual,Diesel,6950.0,GC,MPV,,,,Vauxhall
461,Ford Ecosport,2020,1,17100.0,1.0L,123.0,Manual,Petrol,13300.0,GC,SUV,Trust Ford Belfast,Newtownabbey,,Ford
462,Audi A5,2017,2,44000.0,2.0L,187.0,Automatic,Diesel,20995.0,GC,Hatchback,M J Motors,Belfast,,Audi
463,Fiat Panda,2015,2,39000.0,1.2L,69.0,Manual,Petrol,5999.0,GC,Hatchback,Charles Hurst Usedirect Budget Choice,Belfast,,Fiat
464,Peugeot 508 SW,2020,1,63524.0,1.6L,222.0,Automatic,Petrol Plug-in Hybrid,15899.0,GC,Estate,Charles Hurst Peugeot Belfast,Belfast,,Peugeot
465,Mitsubishi ASX,2021,3,24941.0,2.0L,148.0,Automatic,Petrol,16499.0,GC,SUV,Charles Hurst Usedirect Dundonald,Belfast,,Mitsubishi
470,Hyundai Tucson,2017,1,50009.0,1.7L,114.0,Manual,Diesel,12999.0,GC,SUV,Charles Hurst Usedirect Newtownards,Newtownards,,Hyundai
472,Nissan X-Trail,2020,2,40963.0,1.7L,148.0,Manual,Diesel,19899.0,GC,SUV,Charles Hurst Nissan Newtownabbey,Newtownabbey,,Nissan
473,Ford Mondeo,2019,1,57204.0,2.0L,148.0,Manual,Diesel,13499.0,GC,Hatchback,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Ford
474,Vauxhall Meriva,2014,3,33000.0,1.4L,99.0,Manual,Petrol,6750.0,GC,MPV,James Logan Cars,Carrickfergus,,Vauxhall
475,Land Rover Range Rover Evoque,2017,1,76841.0,2.0L,177.0,Manual,Diesel,16495.0,GC,SUV,Gary Hutchinson Car Sales Ltd,Belfast,,Land
476,Toyota RAV4,2016,2,82000.0,2.0L,141.0,Manual,Diesel,11750.0,GC,SUV,PL Motors LTD,Newtownabbey,,Toyota
477,Mercedes-Benz CLS,2005,3,100000.0,5.5L,500.0,Automatic,Petrol,12000.0,GC,Saloon,,,,Mercedes-Benz
482,MG MG3,2016,2,17000.0,1.5L,105.0,Manual,Petrol,6250.0,GC,Hatchback,Ss Logan & Son Ltd Est 1935,Newtownabbey,,MG
484,MINI Hatch,2019,2,39337.0,1.5L,134.0,Manual,Petrol,13495.0,GC,Hatchback,Ralph Patterson Cars Sales,Carrickfergus,,MINI
487,Volkswagen T-Roc,2018,1,42473.0,1.5L,148.0,Manual,Petrol,16990.0,GC,SUV,Fusco Vehicle Sales,Bangor,,Volkswagen
489,Ford C-Max,2016,2,83356.0,1.5L,118.0,Manual,Diesel,7895.0,GC,MPV,Fusco Vehicle Sales,Bangor,,Ford
495,SEAT Leon,2017,2,55683.0,1.8L,178.0,Manual,Petrol,12650.0,GC,Hatchback,HMK Car Sales Ltd,Newtownabbey,,SEAT
496,Volkswagen UP!,2016,2,52085.0,1.0L,59.0,Manual,Petrol,6495.0,GC,Hatchback,Crawford Clarke Cars,Belfast,,Volkswagen
497,Renault Captur,2020,1,44670.0,1.3L,130.0,Manual,Petrol,12999.0,GC,SUV,Usedirect Belfast 27 Boucher Road,Belfast,,Renault
498,Renault Captur,2020,1,46187.0,1.0L,100.0,Manual,Petrol,12899.0,GC,SUV,Charles Hurst Renault Newtownabbey,Newtownabbey,,Renault
499,Mazda CX-3,2019,1,17913.0,2.0L,119.0,Manual,Petrol,15999.0,GC,SUV,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Mazda
500,Renault Clio,2020,1,22154.0,1.0L,100.0,Manual,Petrol,10999.0,GC,Hatchback,Charles Hurst Renault Belfast,Belfast,,Renault
501,Audi A1,2017,2,62176.0,1.0L,93.0,Manual,Petrol,10395.0,GC,Hatchback,Burch Autos,Newtownards,,Audi
502,Vauxhall Grandland X,2021,1,37679.0,1.2L,128.0,Manual,Petrol,15499.0,GC,SUV,Usedirect Belfast 27 Boucher Road,Belfast,,Vauxhall
503,Mazda CX-3,2019,1,42300.0,2.0L,119.0,Manual,Petrol,13499.0,GC,SUV,Charles Hurst Usedirect Dundonald,Belfast,,Mazda
504,Renault Captur,2018,1,49921.0,1.5L,90.0,Manual,Diesel,9999.0,GC,SUV,Usedirect Belfast 27 Boucher Road,Belfast,,Renault
505,Toyota Auris,2009,4,74060.0,1.33L,100.0,Manual,Petrol,2899.0,GC,Hatchback,RLW Cars,"Bangor, County Down",,Toyota
508,Volkswagen Golf,2020,1,19257.0,1.5L,129.0,Manual,Petrol,20990.0,GC,Hatchback,Fusco Vehicle Sales,Bangor,,Volkswagen
510,KIA Sportage,2012,3,63976.0,1.7L,114.0,Manual,Diesel,8425.0,GC,SUV,Auto Choice,Newtownards,,KIA
511,Peugeot 208,2020,1,30000.0,1.2L,99.0,Automatic,Petrol,15299.0,GC,Hatchback,Charles Hurst Peugeot Belfast,Belfast,,Peugeot
512,Mercedes-Benz A Class,2018,2,33129.0,1.6L,120.0,Automatic,Petrol,15925.0,GC,Hatchback,Auto Choice,Newtownards,,Mercedes-Benz
514,Jaguar XF,2012,3,40700.0,2.2L,161.0,Automatic,Diesel,9995.0,GC,Saloon,Roxforde Cars,Belfast,,Jaguar
516,Mercedes-Benz E Class,2013,2,63160.0,2.1L,167.0,Automatic,Diesel,12395.0,GC,Estate,Burch Autos,Newtownards,,Mercedes-Benz
517,Ford Kuga,2020,2,40883.0,1.5L,118.0,Manual,Diesel,19990.0,GC,SUV,Trust Ford Belfast,Newtownabbey,,Ford
521,Vauxhall Astra,2019,2,49950.0,1.4L,148.0,Manual,Petrol,9950.0,GC,Hatchback,B M AutoExchange,Newtownards,,Vauxhall
522,BMW X1,2017,2,92428.0,2.0L,148.0,Automatic,Diesel,13890.0,GC,SUV,Fusco Vehicle Sales,Bangor,,BMW
523,KIA Sportage,2019,1,47112.0,1.6L,130.0,Manual,Petrol,13799.0,GC,SUV,Usedirect Belfast 62 Boucher Road,Belfast,,KIA
524,MINI Hatch,2019,2,37488.0,1.5L,136.0,Manual,Petrol,14799.0,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,MINI
527,Vauxhall Adam,2014,2,61385.0,1.2L,69.0,Manual,Petrol,5995.0,GC,Hatchback,NORTH DOWN MOTORS LTD,"Bangor, County Down",,Vauxhall
528,DS Automobiles DS 3 CROSSBACK,2021,1,6269.0,1.2L,129.0,Automatic,Petrol,16499.0,GC,SUV,DS Automobiles Belfast,Belfast,,DS
529,Renault Megane,2018,1,33800.0,1.3L,140.0,Manual,Petrol,11899.0,GC,Estate,Usedirect Belfast 62 Boucher Road,Belfast,,Renault
534,Renault Clio,2014,1,25701.0,0.9L,89.0,Manual,Petrol,7999.0,GC,Hatchback,Charles Hurst Usedirect Budget Choice,Belfast,,Renault
535,Renault Megane,2017,2,41115.0,1.5L,110.0,Manual,Diesel,10499.0,GC,Hatchback,Charles Hurst Renault Newtownabbey,Newtownabbey,,Renault
537,Peugeot 508 SW,2020,1,60046.0,2.0L,161.0,Automatic,Diesel,17499.0,GC,Estate,Charles Hurst Usedirect Dundonald,Belfast,,Peugeot
538,Dacia Duster,2020,1,10931.0,1.5L,114.0,Manual,Diesel,13995.0,GC,SUV,Fusco Vehicle Sales,Bangor,,Dacia
539,BMW X1,2018,1,42459.0,2.0L,148.0,Manual,Diesel,16995.0,GC,SUV,Crawford Clarke Cars,Belfast,,BMW
541,Nissan Qashqai,2019,1,36532.0,1.3L,138.0,Manual,Petrol,13999.0,GC,SUV,Charles Hurst Nissan Newtownards,Newtownards,,Nissan
543,KIA Carens,2016,2,85404.0,1.7L,139.0,Manual,Diesel,9495.0,GC,MPV,M H MOTORS LTD,Newtownabbey,,KIA
547,Renault Clio,2013,1,11212.0,1.2L,74.0,Manual,Petrol,7999.0,GC,Hatchback,Charles Hurst Usedirect Budget Choice,Belfast,,Renault
548,Audi TT,2006,6,85000.0,3.2L,247.0,Automatic,Petrol,8075.0,GC,Coupe,,,,Audi
549,MINI Clubman,2017,2,31553.0,2.0L,148.0,Manual,Diesel,14995.0,GC,Estate,Crawford Clarke Cars,Belfast,,MINI
550,Mercedes-Benz Vito,2015,6,78000.0,2.1L,163.0,Manual,Diesel,19995.0,GC,Minibus,Carnet Car Sales,Larne,,Mercedes-Benz
551,Mercedes-Benz C Class,2020,1,47098.0,2.0L,191.0,Automatic,Diesel,22499.0,GC,Estate,Usedirect Belfast 27 Boucher Road,Belfast,,Mercedes-Benz
552,Nissan Juke,2019,2,38065.0,1.6L,112.0,Manual,Petrol,10990.0,GC,SUV,Fusco Vehicle Sales,Bangor,,Nissan
553,Nissan Qashqai,2018,2,47580.0,1.5L,108.0,Manual,Diesel,14695.0,GC,SUV,Regency Cars,Newtownards,,Nissan
554,Peugeot 2008,2019,2,32520.0,1.2L,81.0,Manual,Petrol,10995.0,GC,SUV,Regency Cars,Newtownards,,Peugeot
555,Nissan Juke,2013,2,95000.0,1.6L,115.0,Manual,Petrol,4395.0,GC,SUV,Fc Motors,Newtownabbey,,Nissan
556,Renault Clio,2017,1,21397.0,1.2L,120.0,Manual,Petrol,9699.0,GC,Hatchback,Charles Hurst Renault Newtownards,Newtownards,,Renault
560,Nissan Note,2015,3,78383.0,1.2L,97.0,Manual,Petrol,5999.0,GC,Hatchback,Charles Hurst Usedirect Budget Choice,Belfast,,Nissan
562,Renault Kadjar,2015,2,32499.0,1.5L,110.0,Manual,Diesel,10495.0,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,Renault
565,Peugeot 508,2022,1,10441.0,1.2L,129.0,Automatic,Petrol,23995.0,GC,Hatchback,Regency Cars,Newtownards,,Peugeot
567,Nissan Qashqai,2014,2,57000.0,1.2L,113.0,Manual,Petrol,9999.0,GC,SUV,Charles Hurst Nissan Belfast,Belfast,,Nissan
568,Ford Kuga,2019,1,39437.0,1.5L,118.0,Manual,Diesel,14600.0,GC,SUV,Trust Ford Belfast,Newtownabbey,,Ford
569,Volkswagen Touran,2015,4,189000.0,1.6L,104.0,Manual,Diesel,6000.0,GC,MPV,E Flynn Car Sales,Ballygowan,,Volkswagen
573,Ford Focus,2020,1,28442.0,1.0L,123.0,Manual,Petrol,13999.0,GC,Hatchback,Charles Hurst Usedirect Dundonald,Belfast,,Ford
577,Dacia Duster,2020,1,14774.0,1.3L,130.0,Manual,Petrol,14499.0,GC,SUV,Charles Hurst Dacia Belfast,Belfast,,Dacia
578,Audi Q2,2020,2,22500.0,1.6L,114.0,Automatic,Diesel,24650.0,GC,SUV,Fusco Vehicle Sales,Bangor,,Audi
579,Renault Kadjar,2020,1,11335.0,1.3L,140.0,Manual,Petrol,15899.0,GC,SUV,Charles Hurst Renault Newtownards,Newtownards,,Renault
580,MG MG Zs,2018,2,20000.0,1.5L,105.0,Manual,Petrol,12495.0,GC,SUV,Ss Logan & Son Ltd Est 1935,Newtownabbey,,MG
582,Mercedes-Benz A Class,2015,2,43957.0,1.6L,121.0,Manual,Petrol,11995.0,GC,Hatchback,Fusco Vehicle Sales,Bangor,,Mercedes-Benz
588,Renault Clio,2020,1,37811.0,1.0L,100.0,Manual,Petrol,11299.0,GC,Hatchback,Charles Hurst Renault Newtownabbey,Newtownabbey,,Renault
589,Vauxhall Grandland X,2021,1,29238.0,1.5L,128.0,Manual,Diesel,15799.0,GC,SUV,Charles Hurst Vauxhall Belfast,Belfast,,Vauxhall
591,Nissan Micra,2018,1,44287.0,0.9L,89.0,Manual,Petrol,8999.0,GC,Hatchback,Charles Hurst Nissan Newtownabbey,Newtownabbey,,Nissan
592,Dacia Sandero Stepway,2019,1,73674.0,0.9L,89.0,Manual,Petrol,7995.0,GC,Hatchback,weonlysellusedcars.com,"Bangor, County Down",,Dacia
593,BMW 3 Series,2020,1,36443.0,2.0L,184.0,Automatic,Petrol Plug-in Hybrid,23199.0,GC,Saloon,Charles Hurst Usedirect Dundonald,Belfast,,BMW
595,Toyota Prius,2018,1,29100.0,1.8L,121.0,Automatic,Petrol Plug-in Hybrid,18995.0,GC,Hatchback,Crawford Clarke Cars,Belfast,,Toyota
599,MINI Countryman,2017,1,55963.0,2.0L,189.0,Manual,Petrol,14795.0,GC,SUV,Gary White Car Sales,Belfast,,MINI
602,MINI Clubman,2016,5,66000.0,2.0L,148.0,Manual,Diesel,11500.0,GC,Estate,Richard Dorrian Cars,Bangor,,MINI
603,DS Automobiles DS 7 CROSSBACK,2020,1,27335.0,1.5L,128.0,Manual,Diesel,19799.0,GC,SUV,Charles Hurst Citroen Belfast,Belfast,,DS
604,Audi TT,2015,1,69816.0,2.0L,226.0,Automatic,Petrol,15995.0,GC,Coupe,Burch Autos,Newtownards,,Audi
606,Ford Focus,2022,1,22017.0,1.0L,123.0,Manual,Petrol,17950.0,GC,Hatchback,Trust Ford Belfast (Newtownards Road),Belfast,,Ford
607,Mercedes-Benz E Class,2019,1,33684.0,2.0L,191.0,Automatic,Diesel,23995.0,GC,Saloon,Richard Dorrian Cars,Bangor,,Mercedes-Benz
608,Vauxhall Mokka,2021,1,38687.0,1.2L,99.0,Manual,Petrol,16999.0,GC,SUV,Charles Hurst Vauxhall Newtownabbey,Newtownabbey,,Vauxhall
609,Ford Fiesta,2008,5,100557.0,1.4L,67.0,Manual,Diesel,2799.0,GC,Hatchback,RLW Cars,"Bangor, County Down",,Ford
614,BMW 4 Series Gran Coupe,2016,2,104000.0,2.0L,187.0,Manual,Diesel,13795.0,GC,Hatchback,M J Motors,Belfast,,BMW
615,Fiat Panda,2011,3,39000.0,1.2L,60.0,Manual,Petrol,3400.0,GC,Hatchback,CHRISJENKINSNI LTD,Belfast,,Fiat
616,Citroen C3,2021,1,14624.0,1.2L,82.0,Manual,Petrol,12799.0,GC,Hatchback,Charles Hurst Citroen Belfast,Belfast,,Citroen
617,Maserati Ghibli,2018,2,33448.0,3.0L,271.0,Automatic,Diesel,23799.0,GC,Saloon,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Maserati
620,KIA RIO,2013,2,43251.0,1.25L,84.0,Manual,Petrol,5499.0,GC,Hatchback,Charles Hurst Kia Newtownabbey,Newtownabbey,,KIA
621,Hyundai Tucson,2017,2,31465.0,1.6L,130.0,Manual,Petrol,11995.0,GC,SUV,NORTH DOWN MOTORS LTD,"Bangor, County Down",,Hyundai
626,BMW 2 Series,2014,3,57000.0,3.0L,322.0,Automatic,Petrol,15950.0,GC,Coupe,Carrickferguscars.Com,County Antrim,,BMW
627,Toyota RAV4,2020,1,32107.0,2.5L,215.0,Automatic,Petrol Hybrid,24999.0,GC,SUV,Charles Hurst Toyota Belfast,Belfast,,Toyota
628,BMW 2 Series,2018,2,41000.0,1.5L,134.0,Manual,Petrol,14995.0,GC,Coupe,Crawford Clarke Cars,Belfast,,BMW
631,Ford Fiesta,2014,3,62000.0,1.25L,81.0,Manual,Petrol,5850.0,GC,Hatchback,DB Automotive,Newtownabbey,,Ford
632,BMW 4 Series,2017,2,59900.0,3.0L,309.0,Automatic,Diesel,19995.0,GC,Coupe,M J Motors,Belfast,,BMW
633,Lexus RC 300h,2019,1,27500.0,2.5L,220.0,Automatic,Petrol Hybrid,31499.0,GC,Coupe,Charles Hurst Lexus Belfast,Belfast,,Lexus
634,Nissan Note,2017,2,62425.0,1.2L,80.0,Manual,Petrol,6950.0,GC,Hatchback,Fusco Vehicle Sales,Bangor,,Nissan
639,Peugeot 2008,2016,2,53571.0,1.2L,81.0,Manual,Petrol,8995.0,GC,SUV,Richard Dorrian Cars,Bangor,,Peugeot
640,Renault Clio,2021,1,12700.0,1.0L,65.0,Manual,Petrol,12499.0,GC,Hatchback,Charles Hurst Renault Newtownabbey,Newtownabbey,,Renault
641,Hyundai Tucson,2018,2,61000.0,1.6L,130.0,Manual,Petrol,12995.0,GC,SUV,JMM CAR SALES,"Bangor, County Down",,Hyundai
644,Vauxhall Astra,2015,2,72182.0,2.0L,158.0,Manual,Diesel,6999.0,GC,Hatchback,Charles Hurst Usedirect Budget Choice,Belfast,,Vauxhall
645,Citroen C3,2022,1,9427.0,1.2L,82.0,Manual,Petrol,12999.0,GC,Hatchback,Charles Hurst Citroen Belfast,Belfast,,Citroen
646,MG MG Zs,2019,1,15500.0,1.5L,105.0,Manual,Petrol,13750.0,GC,SUV,Ss Logan & Son Ltd Est 1935,Newtownabbey,,MG
647,DS Automobiles DS 7 CROSSBACK,2018,1,44728.0,1.6L,222.0,Automatic,Petrol,18499.0,GC,SUV,Usedirect Belfast 27 Boucher Road,Belfast,,DS
651,Audi S7,2019,1,59834.0,3.0L,344.0,Automatic,Diesel,35995.0,GC,Hatchback,Car Brothers NI,Newtownabbey,,Audi
652,KIA RIO,2014,2,42059.0,1.2L,84.0,Manual,Petrol,5995.0,GC,Hatchback,weonlysellusedcars.com,"Bangor, County Down",,KIA
655,Renault Clio,2020,1,17000.0,1.0L,100.0,Manual,Petrol,13299.0,GC,Hatchback,Charles Hurst Renault Belfast,Belfast,,Renault
660,Mitsubishi Lancer,2008,3,38722.0,1.6L,96.0,Automatic,Petrol,4673.0,GC,Saloon,Auto Choice,Newtownards,,Mitsubishi
664,Volkswagen Golf,2017,1,45876.0,1.4L,148.0,Automatic,Petrol,14895.0,GC,Hatchback,Ballyrobert Vauxhall Bangor,Bangor,,Volkswagen
666,Toyota Aygo,2015,2,53126.0,1.0L,67.0,Manual,Petrol,6465.0,GC,Hatchback,Auto Choice,Newtownards,,Toyota
671,Audi A4,2016,2,109669.0,2.0L,148.0,Manual,Diesel,11690.0,GC,Saloon,Morgan Cars and Commercials Ltd,Ballyclare,,Audi
673,Jaguar XF,2014,2,72000.0,2.2L,161.0,Automatic,Diesel,9895.0,GC,Saloon,Roxforde Cars,Belfast,,Jaguar
677,Audi A6 Saloon,2019,1,37224.0,2.0L,201.0,Automatic,Diesel,24495.0,GC,Saloon,Ballyrobert Vauxhall Bangor,Bangor,,Audi
679,BMW 3 Series,2013,3,93000.0,2.0L,181.0,Manual,Diesel,9000.0,GC,Estate,,,,BMW
681,Volvo V60,2019,1,67292.0,2.0L,148.0,Manual,Diesel,17950.0,GC,Estate,Gary Hutchinson Car Sales Ltd,Belfast,,Volvo
682,Vauxhall Zafira Tourer,2014,2,39454.0,1.8L,138.0,Manual,Petrol,8995.0,GC,MPV,SUITOR AUTOS LTD,Newtownards,,Vauxhall
683,Volvo V40,2018,1,50800.0,2.0L,120.0,Manual,Petrol,12399.0,GC,Hatchback,Charles Hurst Usedirect Newtownards,Newtownards,,Volvo
685,Toyota Hilux,2020,1,39145.0,2.4L,148.0,Manual,Diesel,26499.0,GC,Pickup,Charles Hurst Toyota Belfast,Belfast,,Toyota
