,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
23522,Ford S-Max,2011,3,185080.0,2.2L,197.0,Manual,Diesel,3499.0,GC,MPV,Zein Auto Cars,Mansfield,11,Ford
23535,Mazda5,2007,3,106171.0,2.0L,144.0,Manual,Petrol,1995.0,GC,MPV,Steel City Motors,Sheffield,07,Mazda5
23538,Ford Focus,2002,4,95000.0,2.0L,171.0,Manual,Petrol,2295.0,GC,Hatchback,MGP Cars Ltd,Derby,52,Ford
23575,Lexus IS 220d,2009,2,46000.0,2.2L,175.0,Manual,Diesel,4890.0,GC,Saloon,Abib Motors,Newark,59,Lexus
23579,Ford Fiesta,2007,2,112000.0,1.4L,79.0,Manual,Petrol,1495.0,GC,Hatchback,D C CARS SWAPSHOP,Sheffield,07,Ford
23581,Chevrolet Aveo,2010,5,64000.0,1.2L,83.0,Manual,Petrol,1878.0,GC,Hatchback,DISCOUNT MOTOR CENTRE LIMITED,Rotherham,60,Chevrolet
23594,KIA RIO,2015,1,120479.0,1.25L,84.0,Manual,Petrol,3100.0,GC,Hatchback,Eco Citi,Rotherham,15,KIA
23603,Hyundai ix35,2015,2,74655.0,1.6L,133.0,Manual,Petrol,5995.0,GC,SUV,Opal Motors,Doncaster,15,Hyundai
23608,Vauxhall Tigra,2009,3,51507.0,1.8L,123.0,Manual,Petrol,2290.0,GC,Convertible,J D Motor Company,Chilwell,09,Vauxhall
23609,SEAT Ibiza,2010,4,104509.0,1.2L,104.0,Manual,Petrol,2995.0,GC,Estate,KC Kars UK,Derby,60,SEAT
23611,Volkswagen Passat,2007,3,90000.0,2.0L,138.0,Manual,Diesel,1490.0,GC,Saloon,Harry's Car Sales,Peterborough,07,Volkswagen
23619,Honda Accord,2001,8,96000.0,2.3L,150.0,Manual,Petrol,1500.0,GC,Hatchback,,,Y ,Honda
23636,Vauxhall Astra,2010,5,114381.0,1.6L,113.0,Manual,Petrol,1550.0,GC,Hatchback,,,10,Vauxhall
23637,Ford Fiesta,2011,2,51275.0,1.25L,59.0,Manual,Petrol,3989.0,GC,Hatchback,QCert Autosales Ltd,Sheffield,11,Ford
23639,Ford KA,2001,2,30000.0,1.3L,59.0,Manual,Petrol,850.0,GC,Hatchback,Burnaston Car Sales Ltd,Derby,51,Ford
23695,Vauxhall Corsa,2009,2,80000.0,1.4L,89.0,Manual,Petrol,1995.0,GC,Hatchback,Auto 2018 Car Sales,Chesterfield,58,Vauxhall
23722,Renault Clio,2012,6,98855.0,1.1L,74.0,Manual,Petrol,2495.0,GC,Hatchback,KC Kars UK,Derby,,Renault
23759,Vauxhall Corsa,2009,3,109000.0,1.4L,89.0,Manual,Petrol,1895.0,GC,Hatchback,MGP Cars Ltd,Derby,59,Vauxhall
24156,Honda Civic,2005,8,144000.0,1.6L,108.0,Manual,Petrol,1690.0,GC,Hatchback,Mangotsfield Motor Company,Bristol,55,Honda
24263,SEAT Leon,2010,3,68000.0,1.4L,84.0,Manual,Petrol,2490.0,GC,Hatchback,PLF Cars,Chertsey,60,SEAT
24269,Vauxhall Insignia,2012,2,153467.0,2.0L,158.0,Manual,Diesel,1299.0,GC,Estate,Phoenix Cars,Winchester,,Vauxhall
24365,KIA Ceed,2008,3,131000.0,1.6L,120.0,Automatic,Petrol,2499.0,GC,Hatchback,AL Prestige Cars Ltd,Southampton,08,KIA
24376,Ford Mondeo,2000,4,114059.0,2.0L,128.0,Manual,Petrol,995.0,GC,Hatchback,,,W ,Ford
24434,Ford Fiesta,2013,2,100000.0,1.2L,59.0,Manual,Petrol,3995.0,GC,Hatchback,Cmc Motor Company,Fareham,13,Ford
24448,BMW 3 Series,2010,4,119094.0,2.0L,181.0,Manual,Diesel,1799.0,GC,Saloon,Phoenix Cars,Winchester,10,BMW
24625,Mercedes-Benz E Class,2006,3,76000.0,3.0L,190.0,Automatic,Diesel,2500.0,GC,Saloon,ARLINGTON CAR SALES LTD,Reading,56,Mercedes-Benz
24668,Nissan Qashqai+2,2013,2,142000.0,1.6L,128.0,Manual,Diesel,3995.0,GC,SUV,,,63,Nissan
24672,Volvo C30,2007,2,128000.0,2.0L,143.0,Manual,Petrol,2000.0,GC,Coupe,Greys Motors Exchange,Reading,57,Volvo
24741,Peugeot 207,2010,6,70100.0,1.4L,94.0,Manual,Petrol,3000.0,GC,Hatchback,181 Car Sales,Reading,10,Peugeot
24758,Nissan Qashqai,2011,2,138000.0,1.6L,128.0,Manual,Diesel,3350.0,GC,SUV,A&R AUTOMOBILES LTD,Southampton,61,Nissan
24774,Honda Civic,2007,2,152000.0,2.2L,138.0,Manual,Diesel,1495.0,GC,Hatchback,ARLINGTON CAR SALES LTD,Reading,57,Honda
24788,Ford Fiesta,2007,3,53578.0,1.25L,74.0,Manual,Petrol,2500.0,GC,Hatchback,CH Auto Sales Ltd,Reading,57,Ford
24795,Volkswagen FOX,2007,6,90000.0,1.2L,54.0,Manual,Petrol,1595.0,GC,Hatchback,Berkshire Car Centre,Reading,57,Volkswagen
24796,Ford Fiesta,2010,2,127582.0,1.6L,89.0,Manual,Diesel,2499.0,GC,Hatchback,AL Prestige Cars Ltd,Southampton,10,Ford
24797,Volkswagen Golf,2009,3,121000.0,1.6L,104.0,Manual,Diesel,2695.0,GC,Hatchback,Greys Motors Exchange,Reading,59,Volkswagen
24807,Jaguar X-Type,2005,2,84400.0,2.5L,194.0,Manual,Petrol,2490.0,GC,Saloon,New Forest Car Sales Limited,Southampton,55,Jaguar
24808,Renault Scenic Xmod,2013,4,89200.0,1.5L,108.0,Manual,Diesel,4395.0,GC,MPV,Car Deal Ltd,Wokingham,63,Renault
24840,Volkswagen Touran,2010,3,117182.0,1.6L,104.0,Manual,Diesel,3495.0,GC,MPV,ACM Cars,Fareham,60,Volkswagen
24851,Honda Jazz,2011,3,79000.0,1.2L,89.0,Manual,Petrol,3995.0,GC,Hatchback,OWG Cars Ltd,Fareham,11,Honda
24866,Toyota RAV4,2006,1,90000.0,2.2L,134.0,Manual,Diesel,3495.0,GC,SUV,Berkshire Motor Company Ltd,Newbury,06,Toyota
24886,Ford S-Max,2009,7,152000.0,2.0L,138.0,Manual,Diesel,1501.0,GC,MPV,ARLINGTON CAR SALES LTD,Reading,59,Ford
24925,Ford Fiesta,2011,2,84000.0,1.4L,94.0,Manual,Petrol,3995.0,GC,Hatchback,A&A car sales,Farnham,11,Ford
24926,Honda Accord,2007,5,210000.0,2.2L,138.0,Manual,Diesel,1500.0,GC,Estate,Segensworth Motor Company Ltd,Fareham,56,Honda
24927,Vauxhall Astra,2009,2,106400.0,1.7L,108.0,Manual,Diesel,2395.0,GC,Estate,Car Deal Ltd,Wokingham,09,Vauxhall
24938,Ford Focus,2011,3,87000.0,1.6L,113.0,Manual,Diesel,4395.0,GC,Hatchback,OWG Cars Ltd,Fareham,61,Ford
24948,BMW 1 Series,2008,4,100000.0,2.0L,175.0,Manual,Diesel,2500.0,GC,Hatchback,Reading Car Sales,Reading,58,BMW
24953,Nissan Qashqai+2,2012,3,84000.0,1.5L,108.0,Manual,Diesel,5750.0,GC,SUV,RSS Autos Ltd,Eastleigh,,Nissan
24967,Volkswagen Polo,2012,7,78076.0,1.2L,74.0,Manual,Diesel,4500.0,GC,Hatchback,,,,Volkswagen
24980,Toyota Prius,2005,4,136000.0,1.5L,76.0,Automatic,Petrol Hybrid,2500.0,GC,Hatchback,Impulse Motors Ltd,Tadley,05,Toyota
24981,Ford Ecosport,2019,2,27367.0,1.0L,99.0,Manual,Petrol,11750.0,GC,SUV,Hendy Ford Eastleigh,Eastleigh,19,Ford
24998,SEAT Ibiza,2012,3,98566.0,1.4L,84.0,Manual,Petrol,3599.0,GC,Hatchback,BERKSHIRE AUTOS LTD,Reading,,SEAT
25008,Audi A3,2007,1,57475.0,2.0L,138.0,Manual,Diesel,3850.0,GC,Hatchback,CH Auto Sales Ltd,Reading,57,Audi
25018,Daihatsu Terios,2006,5,61200.0,1.5L,103.0,Manual,Petrol,3500.0,GC,SUV,Car Deal Ltd,Wokingham,56,Daihatsu
25045,Fiat 500,2010,5,106000.0,1.2L,69.0,Manual,Petrol,1945.0,GC,Hatchback,,,59,Fiat
25054,Ford Mondeo,2013,2,190045.0,2.0L,138.0,Manual,Diesel,2195.0,GC,Hatchback,ACM Cars,Fareham,13,Ford
25059,Volvo S60,2004,1,87500.0,2.5L,210.0,Automatic,Petrol,3195.0,GC,Saloon,Car Deal Ltd,Wokingham,,Volvo
25061,Vauxhall Insignia,2011,3,78300.0,2.0L,158.0,Automatic,Diesel,4695.0,GC,Hatchback,Car Deal Ltd,Wokingham,61,Vauxhall
25063,Nissan Qashqai,2009,3,81185.0,2.0L,139.0,Manual,Petrol,3995.0,GC,Hatchback,LS Autos Ltd,Farnham,59,Nissan
25064,Ford Mondeo,2010,2,118000.0,1.8L,123.0,Manual,Diesel,1995.0,GC,Hatchback,Berkshire Car Centre,Reading,10,Ford
25074,Audi A3,2013,1,139000.0,1.6L,104.0,Manual,Diesel,5990.0,GC,Hatchback,SCR Autos,Henley On Thames,13,Audi
25077,Volkswagen Jetta,2012,7,107000.0,1.6L,104.0,Automatic,Diesel,3690.0,GC,Saloon,,,,Volkswagen
25079,Volkswagen Golf,2008,2,116000.0,2.0L,168.0,Manual,Diesel,2895.0,GC,Hatchback,ARLINGTON CAR SALES LTD,Reading,57,Volkswagen
25081,Ford Fiesta,2010,2,177000.0,1.25L,81.0,Manual,Petrol,1690.0,GC,Hatchback,Mangotsfield Motor Company,Bristol,10,Ford
25082,Peugeot 207,2010,3,72299.0,1.4L,94.0,Manual,Petrol,1895.0,Cat N,Hatchback,S K Motors Reading,Wokingham,60,Peugeot
25090,Toyota Yaris,2009,2,100980.0,1.0L,68.0,Manual,Petrol,2499.0,GC,Hatchback,AL Prestige Cars Ltd,Southampton,59,Toyota
25106,Honda Civic,2005,2,140000.0,1.6L,108.0,Manual,Petrol,1995.0,GC,Hatchback,Firstline Cars Ltd,Reading,05,Honda
25119,Mazda6,2009,2,68605.0,2.0L,145.0,Manual,Petrol,3495.0,GC,Hatchback,,,59,Mazda6
25129,Volvo V40,2013,3,128200.0,1.6L,113.0,Manual,Diesel,4390.0,GC,Hatchback,BRIGHT CAR SALES LTD,Camberley,63,Volvo
25137,Jaguar S-Type,2006,4,61000.0,3.0L,240.0,Manual,Petrol,2500.0,Cat N,Saloon,Segensworth Motor Company Ltd,Fareham,56,Jaguar
25143,SEAT Ibiza,2009,3,89847.0,1.4L,84.0,Manual,Petrol,2490.0,GC,Hatchback,A M B Cars,Wokingham,09,SEAT
25147,Volkswagen Beetle,2007,4,90821.0,1.6L,101.0,Manual,Petrol,1750.0,GC,Convertible,,,57,Volkswagen
25170,Mercedes-Benz A Class,2019,1,91439.0,1.5L,114.0,Automatic,Diesel,15850.0,GC,Saloon,Carsa,Collect from Bradford,69,Mercedes-Benz
25179,Mazda2,2008,5,106165.0,1.3L,74.0,Manual,Petrol,549.0,GC,Hatchback,CARS WITH CHARACTOR LIMITED T/A Click Car,Stockport,08,Mazda2
25181,Ford B-Max,2012,2,111467.0,1.0L,99.0,Manual,Petrol,1000.0,GC,MPV,Motor Plug,Stockton On Tees,,Ford
25182,Hyundai Tucson,2018,2,21900.0,1.6L,130.0,Manual,Petrol,14295.0,GC,SUV,THE CAR SPOT,Heywood,18,Hyundai
25191,Honda Fr-V,2006,3,133012.0,2.0L,148.0,Manual,Petrol,999.0,GC,MPV,CARS WITH CHARACTOR LIMITED T/A Click Car,Stockport,56,Honda
25192,Peugeot 607,2002,2,137572.0,2.0L,136.0,Manual,Petrol,745.0,GC,Saloon,Pavilion Motors,Oldham,52,Peugeot
25203,Renault Clio,2006,4,93700.0,1.4L,98.0,Manual,Petrol,1250.0,GC,Hatchback,Parkside Motor Store,Bolton,06,Renault
25206,Vauxhall Corsa,2007,6,76000.0,1.2L,79.0,Manual,Petrol,1295.0,GC,Hatchback,Waxx Autos,Preston,07,Vauxhall
25220,Peugeot 5008,2010,4,156307.0,1.6L,110.0,Manual,Diesel,1595.0,GC,MPV,Cars & Co,Halifax,60,Peugeot
25224,KIA Stonic,2018,2,43671.0,1.4L,98.0,Manual,Petrol,11243.0,GC,SUV,Carsa,Collect from Bradford,18,KIA
25232,Citroen DS3,2010,4,84600.0,1.6L,148.0,Manual,Petrol,2000.0,GC,Hatchback,Parkside Motor Store,Bolton,60,Citroen
25234,Nissan Qashqai,2011,7,101426.0,1.5L,108.0,Manual,Diesel,2500.0,GC,SUV,Pavilion Motors,Oldham,11,Nissan
25242,Jeep Patriot,2008,4,153726.0,2.0L,138.0,Manual,Diesel,1450.0,GC,SUV,Neon Motor Company Ltd,Bradford,08,Jeep
25243,Vauxhall Astra,2011,2,103600.0,1.7L,108.0,Manual,Diesel,1500.0,GC,Hatchback,Parkside Motor Store,Bolton,61,Vauxhall
25247,Fiat Bravo,2007,3,135000.0,1.9L,120.0,Manual,Diesel,1100.0,GC,Hatchback,Parkside Motor Store,Bolton,57,Fiat
25248,MINI Hatch,2011,4,86000.0,1.6L,97.0,Automatic,Petrol,4999.0,GC,Hatchback,TG MOTORS LTD,Oldham,61,MINI
25250,SKODA Fabia,2009,3,109521.0,1.2L,60.0,Manual,Petrol,1595.0,GC,Hatchback,HNLMotors Ltd,Ossett,59,SKODA
25258,Nissan Qashqai,2013,2,133000.0,1.5L,110.0,Manual,Diesel,1995.0,GC,SUV,North East Part Exchange Centre,Gateshead,63,Nissan
25263,Vauxhall Corsa,2012,3,68911.0,1.3L,74.0,Manual,Diesel,1299.0,GC,Hatchback,North West Autos Blackburn,Blackburn,,Vauxhall
25274,Alfa Romeo Giulietta,2011,4,67000.0,1.6L,105.0,Manual,Diesel,3495.0,GC,Hatchback,Ormond Motors Bury,Bury,11,Alfa
25277,Nissan Almera,2004,3,69000.0,1.5L,89.0,Manual,Petrol,899.0,GC,Hatchback,Za,Burton On Trent,04,Nissan
25278,SEAT Leon,2009,2,125000.0,1.6L,102.0,Manual,Petrol,1950.0,GC,Hatchback,KP Motors,Sheffield,59,SEAT
25279,Vauxhall Corsa,2011,3,88000.0,1.7L,128.0,Manual,Diesel,2995.0,GC,Hatchback,Ghost Motors LTD,Cleckheaton,61,Vauxhall
25284,Vauxhall Astra,2009,6,89651.0,1.6L,113.0,Manual,Petrol,1395.0,GC,Hatchback,Richmond Car Sales,Hyde,59,Vauxhall
25286,Peugeot 107,2007,4,81000.0,1.0L,67.0,Manual,Petrol,1290.0,GC,Hatchback,Joe's Cars Leeds,Leeds,07,Peugeot
25289,Toyota Yaris,2004,3,119548.0,1.3L,85.0,Manual,Petrol,795.0,GC,Hatchback,Heritage Auto Factors,Luton,,Toyota
25291,Vauxhall Antara,2012,4,75200.0,2.2L,161.0,Automatic,Diesel,2500.0,GC,SUV,Parkside Motor Store,Bolton,,Vauxhall
25299,Peugeot 207,2012,2,64000.0,1.4L,95.0,Manual,Petrol,2195.0,GC,Hatchback,Chorlton Car Sales Ltd,Manchester,,Peugeot
25301,Vauxhall Corsa,2006,5,141106.0,1.2L,79.0,Manual,Petrol,999.0,GC,Hatchback,Jacks 4 All,Winsford,56,Vauxhall
25303,Dacia Sandero,2015,2,132296.0,1.1L,75.0,Manual,Petrol,1295.0,GC,Hatchback,Motorvana,Manchester,15,Dacia
25310,KIA Stonic,2018,2,43671.0,1.4L,98.0,Manual,Petrol,11243.0,GC,SUV,Carsa,Collect from Bradford,18,KIA
25311,Honda Jazz,2005,2,66622.0,1.4L,82.0,Manual,Petrol,1245.0,GC,Hatchback,Repute Motors,Oldham,55,Honda
25314,Honda Civic,2002,7,112565.0,1.4L,89.0,Automatic,Petrol,650.0,GC,Hatchback,J.A Motors Ltd,Keighley,52,Honda
25315,Volkswagen Golf Plus,2007,3,118000.0,2.0L,138.0,Automatic,Diesel,1500.0,GC,Hatchback,AA Cars,Keighley,07,Volkswagen
25318,Suzuki Splash,2009,4,76000.0,1.2L,85.0,Manual,Petrol,995.0,GC,MPV,Fircroft Motors,Sheffield,09,Suzuki
25319,Nissan Qashqai,2012,4,124000.0,1.5L,108.0,Manual,Diesel,2500.0,GC,SUV,RJCS Cars Ltd,Oldbury,,Nissan
25326,Renault Clio,2007,5,138061.0,1.4L,98.0,Manual,Petrol,850.0,GC,Hatchback,GENERAL MOTORS,Birmingham,56,Renault
25329,Mazda3,2010,3,158000.0,1.6L,108.0,Manual,Diesel,999.0,GC,Hatchback,Maple Motor Group,Blackburn,10,Mazda3
25332,Vauxhall Corsa,2007,5,97600.0,1.2L,79.0,Manual,Petrol,1650.0,GC,Hatchback,Central Station Motors,Burnley,56,Vauxhall
25333,Citroen Berlingo,2004,3,117226.0,1.6L,107.0,Manual,Petrol,1145.0,GC,MPV,Audenshaw Motors,Manchester,,Citroen
25340,Vauxhall Corsa,2007,3,100000.0,1.2L,79.0,Manual,Petrol,1390.0,GC,Hatchback,Joe's Cars Leeds,Leeds,07,Vauxhall
25342,Ford Fiesta,2011,3,110700.0,1.25L,59.0,Manual,Petrol,2499.0,GC,Hatchback,SHEFF CARS LTD,Sheffield,61,Ford
25344,Vauxhall Insignia,2013,3,114488.0,2.0L,138.0,Manual,Diesel,3150.0,GC,Hatchback,The One Stop Motor Shop,Blackburn,63,Vauxhall
25345,Vauxhall Corsa,2017,2,131500.0,1.0L,89.0,Manual,Petrol,2195.0,GC,Hatchback,Acorn Trade Cars,Sheffield,17,Vauxhall
25347,Ford Fiesta,2013,2,90000.0,1.5L,74.0,Manual,Diesel,2995.0,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,18,Ford
25348,Suzuki Alto,2010,5,110500.0,1.0L,67.0,Manual,Petrol,1250.0,GC,Hatchback,Parkside Motor Store,Bolton,60,Suzuki
25349,Fiat 500,2010,4,102000.0,1.2L,69.0,Manual,Petrol,2450.0,GC,Hatchback,North Car Sales,Cheadle,10,Fiat
25354,Land Rover Range Rover Sport,2009,3,129000.0,2.7L,187.0,Automatic,Diesel,4995.0,GC,SUV,Cliffe Park Cars,Dronfield,09,Land
25355,Vauxhall Astra,2003,2,49000.0,1.6L,84.0,Manual,Petrol,989.0,Cat C,Estate,Fame Cars Ltd,Birmingham,52,Vauxhall
25357,Ford Galaxy,2008,4,141000.0,2.3L,159.0,Automatic,Petrol,950.0,GC,MPV,Gregory Garage,Ormskirk,08,Ford
25362,Vauxhall Insignia,2013,3,200776.0,2.0L,161.0,Automatic,Diesel,1080.0,GC,Hatchback,J.A Motors Ltd,Keighley,63,Vauxhall
25369,Porsche Cayenne,2004,7,138000.0,3.2L,250.0,Automatic,Petrol,1750.0,GC,SUV,,,,Porsche
25371,Citroen C1,2011,2,86000.0,1.0L,67.0,Manual,Petrol,1990.0,GC,Hatchback,YORKSHIRE CAR SALES,Wakefield,60,Citroen
25373,Peugeot 207,2006,5,85000.0,1.4L,90.0,Manual,Petrol,999.0,GC,Hatchback,HRM Motors,Birmingham,56,Peugeot
25374,Vauxhall Vectra,1998,1,114115.0,1.8L,113.0,Manual,Petrol,995.0,GC,Hatchback,TMV Cars,Burton On Trent,S ,Vauxhall
25382,Toyota Auris,2009,4,134000.0,1.33L,100.0,Manual,Petrol,1250.0,GC,Hatchback,Parkside Motor Store,Bolton,09,Toyota
25383,Vauxhall Astra,2012,3,121224.0,1.7L,108.0,Manual,Diesel,2300.0,GC,Hatchback,Carmotion Blackburn,Blackburn,,Vauxhall
25386,Honda Civic,2004,1,159630.0,1.4L,89.0,Manual,Petrol,749.0,GC,Hatchback,GENERAL MOTORS,Birmingham,,Honda
25390,Vauxhall Corsa,2011,3,139000.0,1.4L,99.0,Manual,Petrol,999.0,Cat S,Hatchback,Gosha Cars,Huddersfield,11,Vauxhall
25398,MINI Hatch,2010,6,111000.0,1.6L,110.0,Manual,Diesel,2490.0,GC,Hatchback,A & S Motors,Walsall,60,MINI
25400,Ford Galaxy,2008,2,166000.0,2.0L,138.0,Manual,Diesel,1000.0,GC,MPV,Parkside Motor Store,Bolton,57,Ford
25402,Peugeot 307,2004,5,93000.0,1.6L,110.0,Automatic,Petrol,1995.0,GC,Hatchback,PX CARS LTD,Wakefield,,Peugeot
25403,MINI Hatch,2015,2,88000.0,1.5L,134.0,Manual,Petrol,6990.0,GC,Hatchback,George St Car Sales,Darwen,15,MINI
25404,Vauxhall Corsa,2011,6,93000.0,1.2L,84.0,Manual,Petrol,2250.0,Cat S,Hatchback,D3Kay Autos,Manchester,60,Vauxhall
25409,Vauxhall Astra Gtc,2012,4,80000.0,1.4L,118.0,Manual,Petrol,2500.0,GC,Coupe,Parkside Motor Store,Bolton,,Vauxhall
25413,KIA RIO,2013,5,82000.0,1.25L,84.0,Manual,Petrol,2495.0,GC,Hatchback,PX Motors LTD,Wakefield,13,KIA
25426,Toyota C-Hr,2020,1,14603.0,1.8L,121.0,Automatic,Petrol Hybrid,20975.0,GC,SUV,The Car Co,Bury,69,Toyota
25427,Vauxhall Corsa,2010,3,85000.0,1.2L,84.0,Manual,Petrol,1995.0,GC,Hatchback,Drivehub Ltd,Rochdale,10,Vauxhall
25428,Nissan Qashqai,2011,3,62000.0,1.5L,108.0,Manual,Diesel,3995.0,GC,SUV,Ghost Motors LTD,Cleckheaton,61,Nissan
25430,Ford Focus,2011,5,87000.0,2.0L,138.0,Manual,Diesel,3800.0,GC,Hatchback,SMS Motors,Sheffield,11,Ford
25431,Nissan Qashqai,2008,5,106000.0,1.5L,105.0,Manual,Diesel,1950.0,GC,Hatchback,Lane Autos,Bolton,08,Nissan
25432,Peugeot 407 SW,2004,1,58000.0,2.0L,136.0,Manual,Diesel,1595.0,GC,Estate,RUTLAND MOTOR COMPANY,Sheffield,,Peugeot
25437,Toyota Avensis,2006,6,129650.0,2.2L,148.0,Manual,Diesel,850.0,GC,Hatchback,Audenshaw Motors,Manchester,56,Toyota
25439,Peugeot 207,2008,2,138000.0,1.4L,68.0,Manual,Diesel,895.0,GC,Hatchback,Parkside Motor Store,Bolton,58,Peugeot
25441,SEAT Ibiza,2011,4,60435.0,1.4L,84.0,Manual,Petrol,2299.0,Cat S,Hatchback,HCC,Halifax,11,SEAT
25442,Volkswagen Golf,2006,2,49000.0,2.0L,138.0,Manual,Diesel,3690.0,GC,Hatchback,N K Motors,Blackburn,06,Volkswagen
25443,Vauxhall Vectra,2008,4,98434.0,1.8L,138.0,Manual,Petrol,995.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,58,Vauxhall
25444,Volkswagen Polo,2003,6,75200.0,1.4L,75.0,Manual,Petrol,995.0,GC,Hatchback,Batley Motors Limited,Batley,52,Volkswagen
25446,Ford KA,2008,6,70321.0,1.3L,69.0,Manual,Petrol,700.0,GC,Hatchback,GENERAL MOTORS,Birmingham,08,Ford
25451,Vauxhall Insignia,2014,3,208000.0,2.0L,138.0,Manual,Diesel,1250.0,Cat D,Hatchback,HAQUES UNIQUE AUTOMOTIVE LTD,Bradford,63,Vauxhall
25452,Vauxhall Corsa,2011,7,100706.0,1.3L,74.0,Manual,Diesel,2499.0,GC,Hatchback,PC Dealership,Burton On Trent,61,Vauxhall
25453,Vauxhall Corsa,2013,2,125938.0,1.3L,94.0,Manual,Diesel,1695.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,13,Vauxhall
25455,SKODA Rapid,2015,4,211123.0,1.6L,104.0,Manual,Diesel,2000.0,GC,Hatchback,Lex Motor Ltd,Rochdale,15,SKODA
25457,Ford Fiesta,2008,6,96000.0,1.6L,99.0,Manual,Petrol,1295.0,GC,Hatchback,KP Motors,Sheffield,57,Ford
25464,Nissan Qashqai,2018,1,40906.0,1.5L,108.0,Manual,Diesel,14890.0,GC,SUV,Carsa Bradford,Bradford,68,Nissan
25465,Mazda3,2016,3,99500.0,2.2L,148.0,Manual,Diesel,2495.0,Cat C,Hatchback,PCS Piccadilly Car Sales LTD,Wakefield,16,Mazda3
25467,Ford Fiesta,2008,4,106000.0,1.25L,74.0,Manual,Petrol,1290.0,GC,Hatchback,A & S Motors,Walsall,08,Ford
25470,Renault Megane,2009,4,136000.0,1.6L,108.0,Manual,Petrol,1989.0,GC,Hatchback,Fame Cars Ltd,Birmingham,59,Renault
25484,MINI Hatch,2007,7,84200.0,1.6L,118.0,Manual,Petrol,1500.0,GC,Hatchback,Parkside Motor Store,Bolton,07,MINI
25485,Honda Jazz,2004,2,185130.0,1.4L,82.0,Manual,Petrol,745.0,Cat C,Hatchback,Repute Motors,Oldham,04,Honda
25493,Volkswagen Polo,2010,8,113000.0,1.6L,89.0,Manual,Diesel,3495.0,GC,Hatchback,Cawley Motors,Bradford,59,Volkswagen
25496,Renault Megane,2008,5,190000.0,1.5L,106.0,Manual,Diesel,599.0,GC,Hatchback,BASFORD MOTORS LTD,Stoke On Trent,08,Renault
25498,Citroen Saxo,2002,4,59500.0,1.6L,120.0,Manual,Petrol,5988.0,GC,Hatchback,Get Car Finance Here,Barnoldswick,52,Citroen
25508,Ford Fiesta,2007,2,87791.0,1.25L,74.0,Manual,Petrol,499.0,Cat D,Hatchback,GENERAL MOTORS,Birmingham,57,Ford
25511,Mitsubishi ASX,2011,3,86000.0,1.8L,145.0,Manual,Diesel,3495.0,GC,SUV,Ultimate Drive,Dewsbury,11,Mitsubishi
25516,Toyota Auris,2009,3,78000.0,1.4L,97.0,Manual,Petrol,2000.0,GC,Hatchback,PRIORY MOTORS SYKEHOUSE,Goole,09,Toyota
25521,Ford Focus,2004,3,91000.0,1.6L,99.0,Manual,Petrol,850.0,Cat C,Hatchback,SN MOTORS,Bradford,,Ford
25522,Chrysler Crossfire,2004,7,73000.0,3.2L,215.0,Automatic,Petrol,2495.0,GC,Coupe,Ashton Quality Cars Ltd,Ashton Under Lyne,,Chrysler
25523,Vauxhall Corsa,2012,3,104000.0,1.4L,99.0,Manual,Petrol,1990.0,GC,Hatchback,YORKSHIRE CAR SALES,Wakefield,,Vauxhall
25529,Suzuki Grand Vitara,2009,7,64000.0,1.6L,105.0,Manual,Petrol,2795.0,GC,SUV,Lyme Green Car Sales,Macclesfield,09,Suzuki
25537,SEAT Ibiza,2013,3,122767.0,1.2L,104.0,Manual,Petrol,3695.0,GC,Hatchback,Repute Motors,Oldham,63,SEAT
25538,Peugeot 206 SW,2006,3,123000.0,1.4L,68.0,Manual,Diesel,1290.0,GC,Estate,Jap Autos LTD,Accrington,06,Peugeot
25539,Peugeot 307 SW,2008,5,118600.0,1.6L,110.0,Manual,Petrol,1290.0,GC,Estate,Central Station Motors,Burnley,08,Peugeot
25541,Peugeot 107,2007,4,97282.0,1.0L,67.0,Manual,Petrol,1245.0,GC,Hatchback,Repute Motors,Oldham,56,Peugeot
25542,Citroen C4,2006,1,99802.0,1.6L,110.0,Manual,Petrol,995.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,06,Citroen
25549,Vauxhall Astra,2010,1,151833.0,1.9L,148.0,Manual,Diesel,1195.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,10,Vauxhall
25550,Vauxhall Astra,2012,5,99000.0,1.6L,113.0,Manual,Petrol,3295.0,GC,Hatchback,FHS Car Sales,Stockport,,Vauxhall
25551,Peugeot 207,2012,2,81000.0,1.6L,91.0,Manual,Diesel,2495.0,GC,Hatchback,Ghost Motors LTD,Cleckheaton,,Peugeot
25552,Vauxhall Astra,2011,3,99218.0,1.6L,113.0,Manual,Petrol,2495.0,GC,Hatchback,Greenlight,Blackburn,60,Vauxhall
25554,Toyota Avensis,2011,2,155000.0,2.0L,124.0,Manual,Diesel,1899.0,GC,Estate,Za,Burton On Trent,61,Toyota
25563,Saab 9-3,2009,3,253000.0,1.9L,178.0,Manual,Diesel,995.0,GC,Saloon,Parkside Motor Store,Bolton,59,Saab
