,name,year,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
8373,SEAT Ibiza,2014,67585.0,1.2L,104.0,Manual,Petrol,5895,GC,Hatchback,Edinburgh Autos Ltd,Edinburgh,63,SEAT
8375,KIA RIO,2011,66000.0,1.4L,95.0,Manual,Petrol,2500,GC,Hatchback,NSC,Airdrie,11,KIA
8376,Peugeot 207,2010,77000.0,1.4L,74.0,Manual,Petrol,2490,GC,Hatchback,JMC CARS,Glasgow,60,Peugeot
8381,Ssangyong Turismo,2016,58751.0,2.2L,176.0,Manual,Diesel,9950,GC,MPV,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell,Motherwell,,Ssangyong
8384,Nissan Qashqai,2016,38650.0,1.5L,108.0,Manual,Diesel,13295,GC,SUV,Barnetts Nissan Dundee,Dundee,16,Nissan
8385,BMW 3 Series,2005,130000.0,2.0L,148.0,Automatic,Petrol,1750,GC,Saloon,,,55,BMW
8386,Volkswagen Golf Plus,2012,40900.0,1.6L,104.0,Automatic,Diesel,5000,GC,Hatchback,,,,Volkswagen
8387,Ford Fiesta,2013,83789.0,1.5L,74.0,Manual,Diesel,4995,GC,Hatchback,Lanarkshire Car Sales Ltd,Motherwell,13,Ford
8388,Audi A3,2009,149310.0,1.9L,104.0,Manual,Diesel,2250,GC,Hatchback,Autochoice Car Centre,Glasgow,09,Audi
8391,Volkswagen Polo,2008,118000.0,1.4L,69.0,Manual,Diesel,1695,GC,Hatchback,Money Talks Cars,Glasgow,58,Volkswagen
8392,Ford Fiesta,2007,80000.0,1.2L,78.0,Manual,Petrol,1150,GC,Hatchback,Autopark UK,Meadowfield,57,Ford
8393,MG ZT,2004,122000.0,2.5L,188.0,Manual,Petrol,995,GC,Saloon,Esh Auto Dealz,Durham,,MG
8394,Vauxhall Corsa,2009,36000.0,1.0L,59.0,Manual,Petrol,2995,GC,Hatchback,Money Talks Cars,Glasgow,59,Vauxhall
8395,Ford Focus,2015,61851.0,1.5L,118.0,Manual,Diesel,8400,GC,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell,Motherwell,64,Ford
8398,Vauxhall Adam,2015,65000.0,1.4L,148.0,Manual,Petrol,7499,GC,Hatchback,Alex Scott Guidepost,Choppington,15,Vauxhall
8399,SKODA Octavia,2009,151000.0,2.0L,138.0,Manual,Diesel,1599,GC,Estate,F&G Car Centre,Durham,09,SKODA
8400,Mazda3,2012,84930.0,2.2L,148.0,Manual,Diesel,3450,GC,Hatchback,,,,Mazda3
8401,Hyundai i10,2008,55000.0,1.2L,77.0,Manual,Petrol,2495,GC,Hatchback,JMC CARS,Glasgow,58,Hyundai
8402,Renault Megane,2010,78000.0,1.6L,99.0,Manual,Petrol,2495,GC,Hatchback,NSC,Airdrie,10,Renault
8404,Toyota Urbancruiser,2010,79950.0,1.33L,100.0,Manual,Petrol,2550,GC,SUV,,,59,Toyota
8405,Toyota Auris,2007,110991.0,2.2L,177.0,Manual,Diesel,2250,GC,Hatchback,CAR VILLAGE HQ,Motherwell,07,Toyota
8406,Saab 9-3,2004,46500.0,2.0L,210.0,Manual,Petrol,3695,GC,Convertible,DLR CAR COMPANY,Port Glasgow,,Saab
8407,Mazda3,2010,93800.0,1.6L,104.0,Manual,Petrol,3288,GC,Hatchback,Glenfield Car Sales,Kilmarnock,60,Mazda3
8408,Vauxhall Corsa,2014,43384.0,1.2L,83.0,Manual,Petrol,5995,GC,Hatchback,Simpson Motors,Dunfermline,14,Vauxhall
8409,Nissan Qashqai,2019,23235.0,1.3L,138.0,Manual,Petrol,14695,GC,SUV,Macklin Motors Nissan Glasgow Central,Glasgow,69,Nissan
8412,Nissan Juke,2020,24480.0,1.0L,115.0,Manual,Petrol,16295,GC,SUV,Western Nissan Edinburgh,Newbridge,69,Nissan
8413,Citroen Xsara Picasso,2008,97000.0,1.6L,110.0,Manual,Petrol,795,GC,MPV,Esh Auto Dealz,Durham,08,Citroen
8414,Volkswagen Polo,2010,48411.0,1.2L,59.0,Manual,Petrol,4995,GC,Hatchback,Garrowhill Car Sales,Glasgow,10,Volkswagen
8415,SEAT Ibiza,2012,57000.0,1.4L,85.0,Manual,Petrol,5295,GC,Hatchback,Millennium Motors,Edinburgh,,SEAT
8416,KIA RIO,2009,52000.0,1.4L,95.0,Manual,Petrol,2390,GC,Hatchback,JMC CARS,Glasgow,59,KIA
8417,Citroen C1,2010,53517.0,1.0L,67.0,Manual,Petrol,2999,GC,Hatchback,Kelvinside Motor Company,Glasgow,10,Citroen
8418,Ford Focus,2014,159612.0,1.6L,94.0,Manual,Diesel,2495,GC,Estate,All Motors Ltd,Kirknewton,19,Ford
8419,Volkswagen Polo,2006,118000.0,1.4L,79.0,Manual,Petrol,1350,GC,Hatchback,,,56,Volkswagen
8420,Hyundai i20,2009,117619.0,1.2L,76.0,Manual,Petrol,2500,GC,Hatchback,JMC Sutton,Sutton Coldfield,59,Hyundai
8421,Suzuki Alto,2015,90000.0,1.0L,67.0,Manual,Petrol,2495,GC,Hatchback,Autoclick,Wakefield,64,Suzuki
8422,Vauxhall Corsa,2010,106000.0,1.3L,74.0,Manual,Diesel,1795,GC,Hatchback,Esh Auto Dealz,Durham,60,Vauxhall
8423,Jeep Compass,2019,50805.0,1.4L,138.0,Manual,Petrol,12950,GC,SUV,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell,Motherwell,19,Jeep
8426,Vauxhall Corsa,2014,85000.0,1.3L,94.0,Manual,Diesel,3499,GC,Hatchback,Alex Scott Cramlington,Cramlington,14,Vauxhall
8428,Toyota Corolla,2005,92762.0,1.4L,92.0,Manual,Petrol,2099,GC,Hatchback,Cheshire Motor Car Sales Limited,Dukinfield,05,Toyota
8429,Hyundai i20,2011,115000.0,1.4L,74.0,Manual,Diesel,1990,GC,Hatchback,SSR Cars,Dunfermline,61,Hyundai
8430,Suzuki Swift,2009,71500.0,1.3L,91.0,Manual,Petrol,1750,GC,Hatchback,Autopark UK,Meadowfield,09,Suzuki
8431,Vauxhall Insignia,2011,106000.0,2.0L,158.0,Manual,Diesel,2675,GC,Hatchback,Braehead Motor Company,Glasgow,61,Vauxhall
8432,Volkswagen Polo,2011,75100.0,1.6L,89.0,Manual,Diesel,3350,GC,Hatchback,,,61,Volkswagen
8433,Peugeot 308,2010,120000.0,1.6L,90.0,Manual,Diesel,2000,GC,Hatchback,JMC Sutton,Sutton Coldfield,59,Peugeot
8434,KIA Picanto,2015,87796.0,1.0L,68.0,Manual,Petrol,3995,GC,Hatchback,JMC Used Cars Ltd,Glasgow,64,KIA
8435,Ford KA,2010,54378.0,1.2L,68.0,Manual,Petrol,3500,GC,Hatchback,JMC Sutton,Sutton Coldfield,60,Ford
8441,Nissan Cube,2010,120000.0,1.6L,108.0,Manual,Petrol,2490,GC,Hatchback,One Oak Motor Company,Newcastle Upon Tyne,60,Nissan
8442,Volvo S40,2008,109000.0,1.6L,109.0,Manual,Diesel,1050,GC,Saloon,Autopark UK,Meadowfield,08,Volvo
8444,Renault Clio,2013,95000.0,1.2L,74.0,Manual,Petrol,4475,GC,Hatchback,Braehead Motor Company,Glasgow,13,Renault
8445,Vauxhall Meriva,2012,69000.0,1.4L,99.0,Manual,Petrol,3295,GC,MPV,NSC,Airdrie,,Vauxhall
8446,Ford Ecosport,2015,43200.0,1.5L,89.0,Manual,Diesel,6988,GC,SUV,Glenfield Car Sales,Kilmarnock,64,Ford
8447,Volvo S40,2010,86000.0,1.6L,100.0,Manual,Petrol,2300,GC,Saloon,Autopark UK,Meadowfield,60,Volvo
8450,Peugeot 107,2009,172697.0,1.0L,67.0,Manual,Petrol,1395,GC,Hatchback,,,59,Peugeot
8456,Audi A5,2010,115000.0,2.0L,178.0,Manual,Petrol,3700,GC,Coupe,,,10,Audi
8457,Peugeot 308,2013,48141.0,1.6L,91.0,Manual,Diesel,4295,GC,Hatchback,Old Forge Motor Group,Wakefield,63,Peugeot
8458,Peugeot 308,2008,79395.0,1.6L,110.0,Manual,Diesel,2300,GC,Hatchback,Shawfair Car Sales,Dalkeith,08,Peugeot
8459,KIA Sorento,2014,104960.0,2.2L,194.0,Manual,Diesel,7288,GC,SUV,Glenfield Car Sales,Kilmarnock,14,KIA
8461,Mazda CX-5,2013,96264.0,2.2L,173.0,Automatic,Diesel,5600,GC,SUV,,,13,Mazda
8462,Vauxhall Insignia,2016,130300.0,2.0L,168.0,Manual,Diesel,4788,GC,Hatchback,Glenfield Car Sales,Kilmarnock,16,Vauxhall
8463,Citroen C3 Picasso,2011,82000.0,1.4L,94.0,Manual,Petrol,2495,GC,MPV,Autoclick,Wakefield,11,Citroen
8464,BMW X1,2010,98000.0,2.0L,141.0,Manual,Diesel,5450,GC,SUV,Hillington Motor Company Ltd,Rutherglen,60,BMW
8466,Vauxhall Corsa,2020,31875.0,1.2L,99.0,Manual,Petrol,12650,GC,Hatchback,Peter Vardy CARZ / Prestige & Performance / MG Kirkcaldy,"Kirkcaldy,",69,Vauxhall
8469,MINI Convertible,2010,54651.0,1.6L,120.0,Manual,Petrol,3950,GC,Convertible,GREEN ELM AUTOS LTD,Glasgow,60,MINI
8470,KIA RIO,2012,72000.0,1.25L,84.0,Manual,Petrol,3000,GC,Hatchback,,,,KIA
8471,Hyundai i20,2016,93129.0,1.4L,89.0,Manual,Diesel,5495,GC,Hatchback,Edinburgh Autos Ltd,Edinburgh,,Hyundai
8472,Ford Fusion,2008,82400.0,1.4L,67.0,Manual,Diesel,1988,GC,Hatchback,Glenfield Car Sales,Kilmarnock,58,Ford
8474,Renault Clio,2015,58000.0,1.2L,74.0,Manual,Petrol,5995,GC,Hatchback,Mount Vernon Motors Ltd,Glasgow,15,Renault
8483,Peugeot 208,2014,72000.0,1.0L,67.0,Manual,Petrol,3900,GC,Hatchback,VS Car Sales Ltd,Manchester,14,Peugeot
8487,Honda Civic,2014,87120.0,1.6L,118.0,Manual,Diesel,5995,GC,Hatchback,First Choice Cars,Glasgow,14,Honda
8488,Volvo V50,2009,111974.0,1.6L,107.0,Manual,Diesel,3195,GC,Estate,Old Forge Motor Group,Wakefield,09,Volvo
8489,Citroen DS3,2012,88124.0,1.6L,118.0,Manual,Petrol,3595,GC,Hatchback,Whites Of Coatbridge,Coatbridge,,Citroen
8490,Volkswagen Polo,2013,49000.0,1.2L,59.0,Manual,Petrol,6191,GC,Hatchback,Automania Cars Ltd,Broxburn,13,Volkswagen
8491,Volvo C30,2013,85000.0,1.6L,113.0,Manual,Diesel,5795,GC,Coupe,Drumgray Vehicles,Airdrie,13,Volvo
8492,Mazda2,2011,38990.0,1.3L,83.0,Manual,Petrol,4595,GC,Hatchback,,,11,Mazda2
8493,Peugeot 2008,2018,28401.0,1.2L,81.0,Manual,Petrol,9800,GC,SUV,Bristol Street Motors Peugeot Paisley,Paisley,67,Peugeot
8497,Vauxhall Corsa,2009,130000.0,1.6L,148.0,Manual,Petrol,995,GC,Hatchback,,,09,Vauxhall
8498,Hyundai Getz,2009,50000.0,1.4L,96.0,Manual,Petrol,1150,GC,Hatchback,Autopark UK,Meadowfield,58,Hyundai
8499,Volkswagen EOS,2008,95000.0,2.0L,138.0,Manual,Diesel,1150,GC,Convertible,Autopark UK,Meadowfield,08,Volkswagen
8501,Daihatsu Copen,2004,91000.0,0.66L,67.0,Manual,Petrol,1795,GC,Convertible,Esh Auto Dealz,Durham,04,Daihatsu
8502,Mitsubishi Colt,2012,41000.0,1.1L,73.0,Manual,Petrol,1900,GC,Hatchback,,,,Mitsubishi
8503,Mazda6,2009,120000.0,2.0L,138.0,Manual,Diesel,2295,Cat N,Hatchback,,,09,Mazda6
8504,Volkswagen Scirocco,2010,95000.0,1.4L,120.0,Manual,Petrol,5295,GC,Hatchback,Autoclick,Wakefield,10,Volkswagen
8505,Mercedes-Benz B Class,2009,100306.0,2.0L,109.0,Manual,Diesel,2495,GC,MPV,First Choice Cars,Glasgow,09,Mercedes-Benz
8511,Mercedes-Benz C Class,2008,94717.0,3.0L,228.0,Automatic,Petrol,5490,GC,Saloon,Euro Marques Motor Company,Glasgow,58,Mercedes-Benz
8512,Hyundai i20,2009,75000.0,1.4L,99.0,Manual,Petrol,2490,GC,Hatchback,SSR Cars,Dunfermline,09,Hyundai
8514,Mitsubishi Colt,2009,70602.0,1.1L,73.0,Manual,Petrol,2195,GC,Hatchback,,,59,Mitsubishi
8515,Citroen DS3 Cabrio,2013,67004.0,1.6L,120.0,Manual,Petrol,4500,GC,Convertible,JMC Sutton,Sutton Coldfield,13,Citroen
8516,Renault Grand Scenic,2008,109300.0,1.6L,111.0,Manual,Petrol,1299,GC,Hatchback,Feel Good Autos Limited,Newcastle Upon Tyne,08,Renault
8517,Dacia Sandero Stepway,2013,101030.0,1.5L,89.0,Manual,Diesel,3995,GC,Hatchback,First Choice Cars,Glasgow,13,Dacia
8518,Ford Focus,2011,119397.0,1.6L,99.0,Manual,Petrol,2195,GC,Hatchback,CAR VILLAGE HQ,Motherwell,60,Ford
8519,Vauxhall Insignia,2015,119000.0,2.0L,138.0,Manual,Diesel,4000,GC,Estate,JMC Sutton,Sutton Coldfield,15,Vauxhall
8520,SEAT Ibiza,2018,54684.0,1.5L,148.0,Manual,Petrol,13200,GC,Hatchback,Fife Seat,Kirkcaldy,68,SEAT
8526,Honda Accord,2014,15613.0,2.2L,178.0,Manual,Diesel,10995,GC,Saloon,Park's Honda Hamilton,Hamilton,64,Honda
8527,Vauxhall Zafira,2012,90110.0,1.6L,113.0,Manual,Petrol,3495,GC,MPV,Garrowhill Car Sales,Glasgow,,Vauxhall
8530,Renault Clio,2014,62957.0,1.2L,74.0,Manual,Petrol,5995,GC,Hatchback,LM MOTOR COMPANY LIMITED,Kilmarnock,14,Renault
8533,Saab 9-3,2002,127000.0,2.0L,150.0,Automatic,Petrol,1975,GC,Coupe,,,52,Saab
8534,Peugeot RCZ,2011,79250.0,2.0L,161.0,Manual,Diesel,4995,GC,Coupe,First Choice Cars,Glasgow,61,Peugeot
8538,Hyundai Tucson,2020,24940.0,1.6L,130.0,Manual,Petrol,16965,GC,SUV,Peter Vardy CARZ / Prestige & Performance / ORA Grangemouth,Grangemouth,20,Hyundai
8539,Volkswagen Touran,2009,125000.0,1.9L,103.0,Manual,Diesel,1650,GC,MPV,,,59,Volkswagen
8540,Volkswagen Polo,2005,50100.0,1.2L,55.0,Manual,Petrol,2495,GC,Hatchback,QA CARS LTD,Falkirk,55,Volkswagen
8541,Infiniti G,2012,81000.0,3.7L,316.0,Automatic,Petrol,9000,GC,Coupe,,,,Infiniti
8543,Peugeot 208,2013,30560.0,1.2L,81.0,Manual,Petrol,6588,GC,Hatchback,Glenfield Car Sales,Kilmarnock,13,Peugeot
8544,Alfa Romeo Giulietta,2011,96000.0,1.6L,105.0,Manual,Diesel,2495,GC,Hatchback,ELE Car Sales,Shotts,61,Alfa
8546,Vauxhall Corsa,2011,44000.0,1.4L,99.0,Automatic,Petrol,5995,GC,Hatchback,Garrowhill Car Sales,Glasgow,11,Vauxhall
8547,Peugeot 208,2016,62000.0,1.6L,74.0,Manual,Diesel,5475,GC,Hatchback,Braehead Motor Company,Glasgow,16,Peugeot
8553,Ford Fiesta,2011,70984.0,1.2L,81.0,Manual,Petrol,4195,GC,Hatchback,JMC Used Cars Ltd,Glasgow,11,Ford
8554,Mercedes-Benz C Class,2010,88000.0,1.8L,154.0,Automatic,Petrol,1795,GC,Saloon,Royal Cars,Sheffield,60,Mercedes-Benz
8556,Vauxhall Astra,2012,89500.0,1.7L,128.0,Manual,Diesel,2999,GC,Hatchback,,,,Vauxhall
8558,Vauxhall Astra,2008,136208.0,1.6L,113.0,Manual,Petrol,1500,GC,Hatchback,Advantage Vehicles,Crewe,58,Vauxhall
8559,Suzuki Swift,2014,130000.0,1.2L,93.0,Manual,Petrol,2495,GC,Hatchback,Esh Auto Dealz,Durham,14,Suzuki
8560,Mercedes-Benz C Class,2010,105000.0,2.1L,168.0,Automatic,Diesel,4495,GC,Estate,Drumgray Vehicles,Airdrie,60,Mercedes-Benz
8561,Vauxhall Corsa,2012,60160.0,1.4L,99.0,Manual,Petrol,4288,GC,Hatchback,Glenfield Car Sales,Kilmarnock,,Vauxhall
8562,Citroen C3,2018,65909.0,1.2L,81.0,Manual,Petrol,7995,GC,Hatchback,JPM Associates,Glasgow,18,Citroen
8568,Mazda MX-5,2008,108000.0,1.8L,124.0,Manual,Petrol,3490,GC,Convertible,Coatbridge Mot Centre Ltd,Coatbridge,58,Mazda
8570,Dacia Sandero Stepway,2014,95093.0,0.9L,90.0,Manual,Petrol,3895,GC,Hatchback,Parkland Motors,Loughborough,14,Dacia
8571,Mercedes-Benz C Class,2011,75000.0,2.1L,134.0,Automatic,Diesel,6995,GC,Saloon,Hillington Motor Company Ltd,Rutherglen,61,Mercedes-Benz
8572,Nissan Micra C+C,2007,94476.0,1.6L,109.0,Manual,Petrol,1999,GC,Convertible,Renfrew Car Sales Co Ltd,Renfrew,07,Nissan
8574,Mercedes-Benz C Class,2011,75000.0,2.1L,134.0,Automatic,Diesel,6395,GC,Saloon,Drumgray Vehicles,Airdrie,61,Mercedes-Benz
8575,Lexus LS 430,2005,124877.0,4.3L,278.0,Automatic,Petrol,4990,GC,Saloon,East Kilbride Used Car Centre Limited,Glasgow,05,Lexus
8581,Ford Fiesta,2015,64000.0,1.0L,99.0,Manual,Petrol,6495,GC,Hatchback,Garrowhill Car Sales,Glasgow,15,Ford
8582,SEAT Ibiza,2018,48112.0,1.0L,113.0,Manual,Petrol,11899,GC,Hatchback,Central Scotland Car Sales Limited,Grangemouth,18,SEAT
8583,Mazda6,2010,62400.0,2.2L,161.0,Manual,Diesel,2999,GC,Hatchback,,,59,Mazda6
8584,Dacia Sandero Stepway,2014,99000.0,0.9L,90.0,Manual,Petrol,1350,GC,Hatchback,Autopark UK,Meadowfield,14,Dacia
8586,Ford Focus,2011,51766.0,1.6L,123.0,Manual,Petrol,4000,GC,Hatchback,,,61,Ford
8588,Peugeot RCZ,2012,95760.0,2.0L,161.0,Manual,Diesel,3995,GC,Coupe,First Choice Cars,Glasgow,,Peugeot
8589,Vauxhall Corsa,2011,52000.0,1.4L,99.0,Manual,Petrol,4295,GC,Hatchback,Forsyth Street Cars,Airdrie,11,Vauxhall
8590,Fiat 500,2011,72000.0,1.2L,69.0,Manual,Petrol,3795,GC,Hatchback,Autoclick,Wakefield,61,Fiat
8598,Volkswagen Polo,2017,44997.0,1.2L,89.0,Manual,Petrol,9995,GC,Hatchback,Future Vehicle Solutions Ltd,Glasgow,17,Volkswagen
8599,MINI Hatch,2014,55580.0,1.5L,114.0,Automatic,Diesel,7500,GC,Hatchback,GREEN ELM AUTOS LTD,Glasgow,14,MINI
8601,Vauxhall Corsa,2007,97600.0,1.2L,79.0,Manual,Petrol,1650,GC,Hatchback,Central Station Motors,Burnley,56,Vauxhall
8602,Fiat Punto Evo,2011,42426.0,1.2L,68.0,Manual,Petrol,3595,GC,Hatchback,IG Motor Group,Manchester,61,Fiat
8603,BMW X1,2010,122400.0,2.0L,141.0,Manual,Diesel,4495,GC,SUV,Farm Garage Limited,Newport Pagnell,10,BMW
8604,Ford Fiesta,2006,114857.0,1.2L,78.0,Manual,Petrol,1650,GC,Hatchback,JMC Sutton,Sutton Coldfield,06,Ford
8609,Mazda2,2013,53220.0,1.3L,83.0,Manual,Petrol,5999,GC,Hatchback,Kelvinside Motor Company,Glasgow,13,Mazda2
8610,Ford KA,2012,68566.0,1.2L,68.0,Manual,Petrol,4000,GC,Hatchback,JMC Sutton,Sutton Coldfield,,Ford
8612,Fiat Punto Evo,2010,75000.0,1.4L,135.0,Manual,Petrol,1950,GC,Hatchback,Autopark UK,Meadowfield,10,Fiat
8613,Renault Megane,2016,128000.0,1.5L,108.0,Automatic,Diesel,7290,GC,Hatchback,SR Motor Company Limited,Glasgow,,Renault
8616,Vauxhall Corsa,2014,57000.0,1.0L,89.0,Manual,Petrol,5850,GC,Hatchback,My Car Choice,Halifax,64,Vauxhall
8617,Vauxhall Astra,2017,36997.0,1.4L,148.0,Manual,Petrol,9995,GC,Hatchback,Future Vehicle Solutions Ltd,Glasgow,17,Vauxhall
8618,Citroen C3 Picasso,2012,116280.0,1.6L,89.0,Manual,Diesel,2788,GC,MPV,Glenfield Car Sales,Kilmarnock,,Citroen
8623,Renault Grand Scenic,2011,118353.0,1.6L,108.0,Manual,Petrol,2695,GC,MPV,CAR VILLAGE HQ,Motherwell,61,Renault
8624,Vauxhall Insignia,2015,78000.0,2.0L,118.0,Manual,Diesel,4895,GC,Hatchback,Drumgray Vehicles,Airdrie,64,Vauxhall
8625,SKODA Octavia,2012,139000.0,1.8L,158.0,Manual,Petrol,4000,GC,Hatchback,Alistair Buchan,East Wemyss,,SKODA
8626,Ford Fiesta,2014,104000.0,1.0L,99.0,Manual,Petrol,4475,GC,Hatchback,Braehead Motor Company,Glasgow,14,Ford
8627,Honda Civic,2002,112565.0,1.4L,89.0,Automatic,Petrol,650,GC,Hatchback,J.A Motors Ltd,Keighley,52,Honda
8628,Volkswagen Polo,2012,38909.0,1.4L,84.0,Manual,Petrol,6995,GC,Hatchback,Lomond Autocentre,Alexandria,,Volkswagen
8630,Renault Clio,2014,77025.0,1.5L,89.0,Manual,Diesel,5200,GC,Hatchback,,,14,Renault
8631,Dacia Sandero,2014,57149.0,1.2L,74.0,Manual,Petrol,3990,GC,Hatchback,Riverbank Motor Company,Greenock,14,Dacia
8632,Honda Cr-V,2004,160913.0,2.0L,148.0,Manual,Petrol,1100,GC,SUV,Carmotion Blackburn,Blackburn,04,Honda
8638,Nissan Qashqai,2010,116087.0,1.5L,105.0,Manual,Diesel,2250,GC,SUV,,,10,Nissan
8639,Fiat Grande Punto,2007,52384.0,1.4L,95.0,Manual,Petrol,2499,GC,Hatchback,WEST LONDON MOTORS LTD,Hayes,07,Fiat
8640,Volkswagen Golf,2011,157000.0,1.6L,104.0,Manual,Diesel,2495,GC,Hatchback,Northern Motor House,Shipley,11,Volkswagen
8643,Peugeot 208,2013,79000.0,1.2L,81.0,Manual,Petrol,3690,GC,Hatchback,SR Motors Armadale,Bathgate,13,Peugeot
8644,Citroen C3,2011,67626.0,1.4L,74.0,Manual,Petrol,3500,GC,Hatchback,Shawfair Car Sales,Dalkeith,11,Citroen
8645,BMW X3,2004,147772.0,3.0L,231.0,Automatic,Petrol,2395,GC,SUV,CAR VILLAGE HQ,Motherwell,04,BMW
8646,Ford Ecosport,2016,73000.0,1.0L,123.0,Manual,Petrol,5790,GC,SUV,Reliable Automotive Ltd,Dumfries,,Ford
8652,Toyota Avensis,2008,70000.0,2.0L,147.0,Automatic,Petrol,3000,GC,Estate,Trade Cars Burnley,Burnley,58,Toyota
8653,Vauxhall Astra,2011,103400.0,1.7L,123.0,Manual,Diesel,2488,GC,Hatchback,Glenfield Car Sales,Kilmarnock,11,Vauxhall
8654,Vauxhall Meriva,2011,82581.0,1.4L,99.0,Manual,Petrol,2900,GC,MPV,Trading Post Scotland,Falkirk,11,Vauxhall
8655,Ford Fiesta,2012,69000.0,1.25L,81.0,Manual,Petrol,4499,GC,Hatchback,ACC Hamilton Limited,Hamilton,,Ford
8656,Ford Focus,2011,50000.0,1.6L,104.0,Manual,Petrol,5990,GC,Hatchback,SR Motor Company Limited,Glasgow,61,Ford
8657,Peugeot 3008,2011,114800.0,1.6L,110.0,Manual,Diesel,2499,GC,SUV,Glenfield Car Sales,Kilmarnock,11,Peugeot
8658,Ford Mondeo,2012,53000.0,2.0L,160.0,Manual,Diesel,6495,GC,Hatchback,Bank Motors,Glasgow,,Ford
8659,Volkswagen Golf,2012,86000.0,1.6L,104.0,Manual,Diesel,5995,GC,Hatchback,Hillington Motor Company Ltd,Rutherglen,,Volkswagen
8660,Vauxhall Insignia,2009,56000.0,1.8L,138.0,Manual,Petrol,2489,GC,Hatchback,Modern Classic Cars,Keighley,58,Vauxhall
8666,Vauxhall Insignia,2013,200776.0,2.0L,161.0,Automatic,Diesel,1080,GC,Hatchback,J.A Motors Ltd,Keighley,63,Vauxhall
8667,BMW 3 Series,2010,102000.0,2.0L,181.0,Manual,Diesel,4475,GC,Saloon,Braehead Motor Company,Glasgow,60,BMW
8668,Ford Focus,2011,104000.0,1.6L,99.0,Manual,Petrol,2500,GC,Hatchback,NSC,Airdrie,61,Ford
8669,Vauxhall Corsa,2018,52003.0,1.4L,74.0,Manual,Petrol,7195,GC,Hatchback,JMC Used Cars Ltd,Glasgow,18,Vauxhall
8670,MINI Hatch,2010,104000.0,1.6L,97.0,Manual,Petrol,2995,GC,Hatchback,M & A Automotive (Glasgow) Ltd,Bathgate,10,MINI
8671,Ford Mondeo,2012,131000.0,1.6L,114.0,Manual,Diesel,1550,GC,Hatchback,Autopark UK,Meadowfield,,Ford
8673,Citroen C4,2013,60290.0,1.6L,112.0,Manual,Diesel,4929,GC,Hatchback,GD MOTORS (SCOTLAND) LIMITED,Bathgate,13,Citroen
8679,Volkswagen Tiguan,2010,121975.0,2.0L,138.0,Automatic,Diesel,5495,GC,SUV,First Choice Cars,Glasgow,10,Volkswagen
8680,Ford Grand C-Max,2012,99591.0,1.6L,113.0,Manual,Diesel,4795,GC,MPV,CAR VILLAGE HQ,Motherwell,,Ford
8681,Infiniti Q50,2015,110000.0,2.2L,168.0,Manual,Diesel,5990,GC,Saloon,Coatbridge Mot Centre Ltd,Coatbridge,15,Infiniti
8682,MINI Hatch,2016,81000.0,1.5L,114.0,Manual,Diesel,7895,GC,Hatchback,M & A Automotive (Glasgow) Ltd,Bathgate,,MINI
8683,Peugeot 508,2013,108400.0,1.6L,113.0,Manual,Diesel,2988,GC,Saloon,Glenfield Car Sales,Kilmarnock,13,Peugeot
8684,SEAT Ibiza,2006,72000.0,1.2L,63.0,Manual,Petrol,2500,GC,Hatchback,CLYDE CAR SALES LIMITED,Clydebank,56,SEAT
8685,Audi A6 Saloon,2008,106000.0,2.0L,138.0,Manual,Diesel,2895,GC,Saloon,First Choice Cars,Glasgow,08,Audi
8686,MG MG3,2014,46020.0,1.5L,105.0,Manual,Petrol,3400,Cat N,Hatchback,,,14,MG
8688,Mitsubishi ASX,2015,82000.0,1.6L,115.0,Manual,Petrol,6795,GC,SUV,Autoclick,Wakefield,64,Mitsubishi
8693,KIA Proceed,2012,133137.0,1.6L,89.0,Manual,Diesel,1795,Cat S,Hatchback,CAR VILLAGE HQ,Motherwell,,KIA
8695,Fiat Grande Punto,2009,67650.0,1.4L,77.0,Manual,Petrol,2400,GC,Hatchback,Shawfair Car Sales,Dalkeith,09,Fiat
8696,Renault Clio,2010,86621.0,1.2L,99.0,Manual,Petrol,2600,GC,Hatchback,Shawfair Car Sales,Dalkeith,60,Renault
8698,Mazda3,2014,59335.0,2.2L,148.0,Manual,Diesel,7588,GC,Saloon,Glenfield Car Sales,Kilmarnock,64,Mazda3
8699,Volkswagen Golf,2010,80443.0,2.0L,138.0,Manual,Diesel,4995,GC,Hatchback,Whites Of Coatbridge,Coatbridge,59,Volkswagen
8701,Toyota Celica,2005,63319.0,1.8L,140.0,Manual,Petrol,3000,GC,Coupe,,,55,Toyota
8703,Nissan Qashqai,2018,60501.0,1.5L,108.0,Manual,Diesel,11995,GC,SUV,Macklin Motors Nissan Glasgow Central,Glasgow,18,Nissan
8707,Vauxhall Corsa,2015,120000.0,1.4L,99.0,Manual,Petrol,3295,GC,Hatchback,M & A Automotive (Glasgow) Ltd,Bathgate,64,Vauxhall
8708,MINI Convertible,2004,101573.0,1.6L,113.0,Manual,Petrol,2275,GC,Convertible,,,04,MINI
8711,Ford Focus,2013,115000.0,1.6L,113.0,Manual,Diesel,4485,GC,Hatchback,Autoclick,Wakefield,13,Ford
