,name,year,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
251,Volkswagen Scirocco,2016,64900.0,2.0L,278.0,Manual,Petrol,13950,GC,Hatchback,NI Automotive,"Bangor, County Down",,Volkswagen
252,Hyundai i20,2021,41702.0,1.2L,83.0,Manual,Petrol,12499,GC,Hatchback,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Hyundai
253,Vauxhall Crossland,2022,15124.0,1.2L,108.0,Manual,Petrol,16650,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,Vauxhall
254,Citroen C4 Cactus,2015,92685.0,1.6L,98.0,Manual,Diesel,5995,GC,Hatchback,NORTH DOWN MOTORS LTD,"Bangor, County Down",,Citroen
255,MG MG3,2019,4710.0,1.5L,105.0,Manual,Petrol,10935,GC,Hatchback,Auto Choice,Newtownards,,MG
256,SEAT Ibiza,2015,53399.0,1.2L,104.0,Manual,Petrol,7495,GC,Hatchback,Fusco Vehicle Sales,Bangor,,SEAT
257,Renault Captur,2017,41532.0,1.5L,89.0,Manual,Diesel,9795,GC,SUV,Regency Cars,Newtownards,,Renault
261,Ford Ecosport,2014,52093.0,1.5L,110.0,Manual,Petrol,7390,GC,SUV,Fusco Vehicle Sales,Bangor,,Ford
262,Peugeot 208,2017,62670.0,1.2L,81.0,Manual,Petrol,7250,GC,Hatchback,Trust Ford Belfast (Newtownards Road),Belfast,,Peugeot
263,Hyundai Tucson,2017,64000.0,1.7L,114.0,Manual,Diesel,10499,GC,SUV,Charles Hurst Usedirect Portadown,Belfast,,Hyundai
264,Mitsubishi Outlander,2017,33012.0,2.0L,198.0,Automatic,Petrol Plug-in Hybrid,16495,GC,SUV,Ballyrobert Mallusk,Newtownabbey,,Mitsubishi
265,Fiat 500,2020,37936.0,1.0L,70.0,Manual,Petrol,10250,GC,Hatchback,Ballyrobert Mallusk,Newtownabbey,,Fiat
266,Vauxhall Corsa,2014,34300.0,1.2L,84.0,Manual,Petrol,5450,GC,Hatchback,Richard Dorrian Cars,Bangor,,Vauxhall
267,Alfa Romeo Giulietta,2017,51635.0,1.4L,150.0,Manual,Petrol,11495,GC,Hatchback,Auto Choice,Newtownards,,Alfa
268,Hyundai ix35,2014,105000.0,1.7L,113.0,Manual,Diesel,5795,GC,SUV,Fc Motors,Newtownabbey,,Hyundai
269,Hyundai ix35,2013,67280.0,1.6L,133.0,Manual,Petrol,5995,GC,SUV,M H MOTORS LTD,Newtownabbey,,Hyundai
270,Suzuki Swift,2019,38209.0,1.2L,89.0,Manual,Petrol,9990,GC,Hatchback,Donnelly Suzuki Mallusk,Newtownabbey,,Suzuki
274,Hyundai Ioniq,2017,28463.0,1.6L,139.0,Automatic,Petrol Hybrid,13499,GC,Hatchback,Charles Hurst Hyundai Dundonald,Belfast,,Hyundai
275,Audi A5 Cabriolet,2016,90000.0,2.0L,187.0,Automatic,Diesel,11995,GC,Convertible,Car Brothers NI,Newtownabbey,,Audi
276,Audi A5 Cabriolet,2011,106500.0,2.0L,168.0,Manual,Diesel,6995,GC,Convertible,Car Brothers NI,Newtownabbey,,Audi
277,Volvo V60,2014,88478.0,1.6L,113.0,Manual,Diesel,8995,GC,Estate,Auto Choice,Newtownards,,Volvo
278,Toyota Corolla Verso,2008,93000.0,1.8L,127.0,Manual,Petrol,3995,GC,MPV,PAUL BLANEY MOTORS LTD,Newtownards,,Toyota
279,Toyota Yaris,2020,36254.0,1.5L,114.0,Automatic,Petrol Hybrid,14999,GC,Hatchback,Charles Hurst Usedirect Newtownards,Newtownards,,Toyota
280,Vauxhall Astra,2012,91998.0,1.6L,113.0,Manual,Petrol,3835,GC,Hatchback,Auto Choice,Newtownards,,Vauxhall
281,Citroen C1,2016,68977.0,1.2L,81.0,Manual,Petrol,5995,GC,Hatchback,Auto Choice,Newtownards,,Citroen
282,Volkswagen Golf,2013,83235.0,2.0L,181.0,Manual,Diesel,11450,GC,Hatchback,HMK Car Sales Ltd,Newtownabbey,,Volkswagen
283,Citroen C1,2020,18106.0,1.0L,71.0,Manual,Petrol,9199,GC,Hatchback,Charles Hurst Citroen Belfast,Belfast,,Citroen
287,Nissan Micra,2019,11734.0,0.9L,89.0,Manual,Petrol,10499,GC,Hatchback,Charles Hurst Usedirect Newtownards,Newtownards,,Nissan
288,BMW 6 Series,2008,94538.0,3.0L,268.0,Automatic,Petrol,6995,GC,Coupe,Comber Commercial Centre,Newtownards,,BMW
289,MG MG3,2017,46810.0,1.5L,106.0,Manual,Petrol,6495,GC,Hatchback,Fusco Vehicle Sales,Bangor,,MG
290,Citroen C3,2014,80690.0,1.6L,91.0,Manual,Diesel,4795,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Citroen
291,DS Automobiles DS 3 CROSSBACK,2020,37273.0,1.2L,100.0,Manual,Petrol,14999,GC,SUV,DS Automobiles Belfast,Belfast,,DS
292,Volkswagen Tiguan,2018,72000.0,2.0L,113.0,Manual,Diesel,13950,GC,SUV,M Gallagher Motors,Newtownabbey,,Volkswagen
293,Renault Clio,2020,23651.0,1.0L,75.0,Manual,Petrol,10499,GC,Hatchback,Charles Hurst Renault Newtownabbey,Newtownabbey,,Renault
294,Renault Scenic,2011,64710.0,1.6L,108.0,Manual,Petrol,3695,GC,MPV,M H MOTORS LTD,Newtownabbey,,Renault
295,Volkswagen Arteon,2018,75800.0,2.0L,147.0,Manual,Diesel,16795,GC,Hatchback,Car Brothers NI,Newtownabbey,,Volkswagen
296,Vauxhall Grandland X,2020,11869.0,1.2L,128.0,Manual,Petrol,14599,GC,SUV,Charles Hurst Vauxhall Newtownabbey,Newtownabbey,,Vauxhall
300,BMW 6 Series,2012,65385.0,3.0L,308.0,Automatic,Diesel,13995,GC,Coupe,NORTH DOWN MOTORS LTD,"Bangor, County Down",,BMW
301,Ford Focus,2019,25963.0,1.0L,123.0,Manual,Petrol,14799,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,Ford
302,Fiat 500,2014,68067.0,1.2L,69.0,Manual,Petrol,4695,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Fiat
303,Peugeot 2008,2020,18373.0,1.2L,100.0,Manual,Petrol,16899,GC,SUV,Charles Hurst Peugeot Belfast,Belfast,,Peugeot
304,Volkswagen Golf,2017,46500.0,2.0L,298.0,Manual,Petrol,16995,GC,Hatchback,Car Brothers NI,Newtownabbey,,Volkswagen
305,MINI Hatch,2011,67320.0,1.6L,122.0,Manual,Petrol,4995,GC,Hatchback,Car Brothers NI,Newtownabbey,,MINI
306,KIA Sportage,2017,52000.0,1.6L,130.0,Manual,Petrol,12750,GC,SUV,McCabe Autos,Belfast,,KIA
307,Dacia Sandero Stepway,2020,19863.0,0.9L,90.0,Manual,Petrol,9499,GC,Hatchback,Charles Hurst Dacia Newtownabbey,Newtownabbey,,Dacia
308,Dacia Sandero Stepway,2019,47864.0,1.5L,90.0,Manual,Diesel,8499,GC,Hatchback,Charles Hurst Dacia Newtownards,Newtownards,,Dacia
309,Toyota Aygo,2015,57606.0,1.0L,67.0,Manual,Petrol,5950,GC,Hatchback,Trust Ford Belfast,Newtownabbey,,Toyota
313,Audi A5,2016,108550.0,2.0L,134.0,Manual,Diesel,8795,GC,Hatchback,Car Brothers NI,Newtownabbey,,Audi
314,Vauxhall Corsa,2013,113000.0,1.2L,84.0,Manual,Petrol,4000,GC,Hatchback,E Flynn Car Sales,Ballygowan,,Vauxhall
315,Volkswagen UP!,2014,74567.0,1.0L,74.0,Manual,Petrol,6300,GC,Hatchback,Auto Choice,Newtownards,,Volkswagen
316,Ssangyong Turismo,2018,52199.0,2.2L,175.0,Manual,Diesel,9995,GC,MPV,weonlysellusedcars.com,"Bangor, County Down",,Ssangyong
317,Fiat Doblo,2017,75000.0,1.4L,95.0,Manual,Petrol,8495,GC,MPV,DB Automotive,Newtownabbey,,Fiat
318,Peugeot 108,2019,12031.0,1.0L,71.0,Manual,Petrol,9295,GC,Hatchback,Auto Choice,Newtownards,,Peugeot
319,Audi A4,2012,94250.0,2.0L,141.0,Manual,Diesel,8495,GC,Saloon,Car Brothers NI,Newtownabbey,,Audi
320,Jeep Renegade,2016,66155.0,1.4L,138.0,Manual,Petrol,9295,GC,SUV,Ballyrobert Mallusk,Newtownabbey,,Jeep
321,Mercedes-Benz C Class,2017,49464.0,2.0L,181.0,Manual,Petrol,13299,GC,Saloon,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Mercedes-Benz
322,Ford KA+,2018,67638.0,1.2L,69.0,Manual,Petrol,7795,GC,Hatchback,Gary Hutchinson Car Sales Ltd,Belfast,,Ford
326,Mercedes-Benz A Class,2016,96800.0,1.5L,107.0,Manual,Diesel,9995,GC,Hatchback,weonlysellusedcars.com,"Bangor, County Down",,Mercedes-Benz
327,Ford C-Max,2013,42608.0,2.0L,161.0,Manual,Diesel,8735,GC,MPV,Auto Choice,Newtownards,,Ford
328,KIA Ceed,2018,65755.0,1.0L,118.0,Manual,Petrol,9990,GC,Hatchback,Fusco Vehicle Sales,Bangor,,KIA
329,Audi A4,2019,78301.0,2.0L,148.0,Manual,Petrol,15299,GC,Saloon,Charles Hurst Usedirect Newtownards,Newtownards,,Audi
330,Alfa Romeo Giulietta,2020,18800.0,1.4L,120.0,Manual,Petrol,15950,GC,Hatchback,B M AutoExchange,Newtownards,,Alfa
331,DS Automobiles DS 3,2017,63329.0,1.6L,98.0,Manual,Diesel,6995,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,DS
332,Nissan Qashqai,2019,47000.0,1.3L,138.0,Manual,Petrol,15299,GC,SUV,Charles Hurst Nissan Belfast,Belfast,,Nissan
334,Renault Clio,2013,97000.0,1.5L,89.0,Manual,Diesel,5295,GC,Hatchback,Fc Motors,Newtownabbey,,Renault
335,Chrysler Ypsilon,2012,76000.0,1.2L,69.0,Manual,Petrol,2795,GC,Hatchback,Grand Motors,Belfast,,Chrysler
339,Renault Captur,2015,26000.0,0.9L,89.0,Manual,Petrol,9495,GC,SUV,PL Motors LTD,Newtownabbey,,Renault
340,Audi TT,2013,63000.0,2.0L,168.0,Manual,Diesel,10799,GC,Coupe,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Audi
341,Renault Megane,2019,36000.0,1.3L,140.0,Manual,Petrol,11499,GC,Estate,Usedirect Belfast 27 Boucher Road,Belfast,,Renault
342,Ford Fiesta,2017,51000.0,1.0L,99.0,Manual,Petrol,8765,GC,Hatchback,M Gallagher Motors,Newtownabbey,,Ford
343,Nissan Juke,2011,72000.0,1.6L,115.0,Manual,Petrol,5199,GC,SUV,Charles Hurst Usedirect Portadown,Belfast,,Nissan
344,Vauxhall Astra,2020,9638.0,1.5L,104.0,Manual,Diesel,12995,GC,Hatchback,Ballyrobert Vauxhall Bangor,Bangor,,Vauxhall
345,Citroen C3,2019,32310.0,1.2L,82.0,Manual,Petrol,10750,GC,Hatchback,Crawford Clarke Cars,Belfast,,Citroen
346,Volkswagen Polo,2020,20547.0,1.0L,94.0,Manual,Petrol,15950,GC,Hatchback,Agnew Volkswagen Belfast,Belfast,,Volkswagen
347,Dacia Duster,2019,35123.0,1.3L,128.0,Manual,Petrol,12995,GC,SUV,Regency Cars,Newtownards,,Dacia
348,SKODA Octavia,2012,81589.0,2.0L,108.0,Manual,Diesel,5495,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,SKODA
352,Vauxhall Grandland X,2019,48000.0,1.5L,128.0,Manual,Diesel,11999,GC,SUV,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Vauxhall
353,Chevrolet Spark,2011,63549.0,1.0L,67.0,Manual,Petrol,2495,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Chevrolet
354,Vauxhall Mokka X,2019,23411.0,1.4L,138.0,Manual,Petrol,12995,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,Vauxhall
355,Nissan Qashqai,2020,18447.0,1.3L,138.0,Manual,Petrol,15895,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,Nissan
356,SKODA Fabia,2018,53000.0,1.0L,59.0,Manual,Petrol,7250,GC,Hatchback,James Logan Cars,Carrickfergus,,SKODA
357,Vauxhall Crossland,2022,11481.0,1.5L,108.0,Manual,Diesel,16495,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,Vauxhall
358,Nissan Juke,2013,79000.0,1.5L,108.0,Manual,Diesel,5975,GC,SUV,DYNAMIC VEHICLES NI LTD,Ballyclare,,Nissan
359,Vauxhall Insignia,2019,59000.0,1.6L,134.0,Manual,Diesel,11150,GC,Hatchback,M Gallagher Motors,Newtownabbey,,Vauxhall
360,Nissan Juke,2016,23000.0,1.2L,113.0,Manual,Petrol,10495,GC,SUV,Ballyrobert Mallusk,Newtownabbey,,Nissan
361,Ford Focus,2014,56831.0,1.6L,123.0,Automatic,Petrol,8365,GC,Hatchback,Auto Choice,Newtownards,,Ford
365,Lexus IS 300,2013,71060.0,2.5L,220.0,Automatic,Petrol Hybrid,12950,GC,Saloon,J & F Group,Newtownabbey,,Lexus
366,Land Rover Range Rover Evoque,2016,50250.0,2.0L,177.0,Automatic,Diesel,16495,GC,SUV,Car Brothers NI,Newtownabbey,,Land
367,Vauxhall Astra,2020,21619.0,1.5L,120.0,Manual,Diesel,12895,GC,Hatchback,Ballyrobert Vauxhall Bangor,Bangor,,Vauxhall
368,Land Rover Range Rover Evoque,2018,43375.0,2.0L,148.0,Manual,Diesel,16995,GC,SUV,Burch Autos,Newtownards,,Land
369,Nissan Micra,2017,30921.0,0.9L,89.0,Manual,Petrol,10635,GC,Hatchback,Auto Choice,Newtownards,,Nissan
370,BMW 6 Series,2004,102000.0,4.4L,333.0,Automatic,Petrol,4950,GC,Convertible,LMC Cars,Belfast,,BMW
371,BMW 4 Series Gran Coupe,2018,70800.0,3.0L,254.0,Automatic,Diesel,17995,GC,Hatchback,Car Brothers NI,Newtownabbey,,BMW
372,Peugeot 208,2021,11525.0,1.2L,99.0,Manual,Petrol,15495,GC,Hatchback,Regency Cars,Newtownards,,Peugeot
373,Audi A4 Avant,2017,110000.0,2.0L,148.0,Manual,Diesel,11350,GC,Estate,Morgan Cars and Commercials Ltd,Ballyclare,,Audi
374,Renault Clio,2019,35000.0,0.9L,89.0,Manual,Petrol,9995,GC,Hatchback,JMM CAR SALES,"Bangor, County Down",,Renault
377,Audi A5,2019,26779.0,2.0L,148.0,Automatic,Petrol,24990,GC,Hatchback,Belfast Audi,Belfast,,Audi
378,SEAT Leon,2018,53271.0,1.4L,124.0,Manual,Petrol,12290,GC,Estate,Fusco Vehicle Sales,Bangor,,SEAT
379,SKODA Rapid,2014,67754.0,1.6L,104.0,Manual,Diesel,6865,GC,Hatchback,Auto Choice,Newtownards,,SKODA
380,Volvo V40,2018,37832.0,2.0L,120.0,Manual,Petrol,13240,GC,Hatchback,Mervyn Stewart MG Belfast,Belfast,,Volvo
381,SEAT Ibiza,2015,23705.0,1.4L,84.0,Manual,Petrol,7995,GC,Hatchback,Ballyrobert Vauxhall Bangor,Bangor,,SEAT
382,Mercedes-Benz A Class,2015,73348.0,1.5L,108.0,Manual,Diesel,10995,GC,Hatchback,Ballyrobert Mallusk,Newtownabbey,,Mercedes-Benz
383,Renault Clio,2020,6000.0,1.0L,100.0,Manual,Petrol,11499,GC,Hatchback,Charles Hurst Renault Newtownards,Newtownards,,Renault
384,Mercedes-Benz E Class,2016,62900.0,2.1L,175.0,Automatic,Diesel,15399,GC,Estate,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Mercedes-Benz
385,Citroen C4 Cactus,2017,44910.0,1.6L,98.0,Manual,Diesel,8495,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Citroen
386,Citroen C3,2020,27391.0,1.2L,82.0,Manual,Petrol,10295,GC,Hatchback,Gary White Car Sales,Belfast,,Citroen
387,Nissan Juke,2013,54000.0,1.6L,93.0,Manual,Petrol,5995,GC,SUV,Fc Motors,Newtownabbey,,Nissan
389,Audi A1,2019,16528.0,1.0L,114.0,Automatic,Petrol,17850,GC,Hatchback,Belfast Audi,Belfast,,Audi
391,SKODA Kamiq,2023,5022.0,1.5L,148.0,Automatic,Petrol,25995,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,SKODA
392,Ford Fiesta,2013,77213.0,1.25L,81.0,Manual,Petrol,5800,GC,Hatchback,Trust Ford Belfast,Newtownabbey,,Ford
393,SKODA Octavia,2015,74600.0,2.0L,148.0,Manual,Diesel,10495,GC,Estate,Mallusk Auto Centre Ltd,Newtownabbey,,SKODA
394,Mercedes-Benz Gla Class,2018,35545.0,2.1L,174.0,Automatic,Diesel,19995,GC,SUV,Fusco Vehicle Sales,Bangor,,Mercedes-Benz
395,Mercedes-Benz C Class,2015,91000.0,2.1L,168.0,Automatic,Diesel,11500,GC,Saloon,,,,Mercedes-Benz
396,Land Rover Freelander 2,2014,50908.0,2.2L,148.0,Manual,Diesel,12865,GC,SUV,Auto Choice,Newtownards,,Land
397,Toyota RAV4,2011,71000.0,2.0L,156.0,Automatic,Petrol,8500,GC,SUV,Clearly Cars,Belfast,,Toyota
398,Toyota Aygo,2012,69505.0,1.0L,67.0,Manual,Petrol,4250,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Toyota
399,Mercedes-Benz C Class,2014,58644.0,2.0L,184.0,Automatic,Petrol,14990,GC,Saloon,Morgan Cars and Commercials Ltd,Ballyclare,,Mercedes-Benz
400,Volkswagen Tiguan,2014,76502.0,2.0L,138.0,Manual,Diesel,8495,GC,SUV,M H MOTORS LTD,Newtownabbey,,Volkswagen
404,Peugeot 308,2019,18453.0,1.2L,129.0,Manual,Petrol,13695,GC,Hatchback,Regency Cars,Newtownards,,Peugeot
405,BMW 5 Series,2017,31642.0,2.0L,252.0,Automatic,Petrol,21999,GC,Saloon,Charles Hurst Premium Direct,Belfast,,BMW
406,Vauxhall Astra,2016,45000.0,1.4L,99.0,Manual,Petrol,7950,GC,Hatchback,DYNAMIC VEHICLES NI LTD,Ballyclare,,Vauxhall
407,Nissan Qashqai,2019,78889.0,1.3L,138.0,Manual,Petrol,10499,GC,SUV,Charles Hurst Nissan Newtownabbey,Newtownabbey,,Nissan
408,Volkswagen Golf,2019,30953.0,2.0L,242.0,Automatic,Petrol,23250,GC,Hatchback,Richard Dorrian Cars,Bangor,,Volkswagen
409,Ford Focus,2013,71353.0,1.6L,103.0,Manual,Petrol,5495,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Ford
410,Peugeot 3008,2018,45500.0,1.2L,129.0,Automatic,Petrol,15950,GC,SUV,B M AutoExchange,Newtownards,,Peugeot
411,Renault Clio,2021,19535.0,1.0L,100.0,Manual,Petrol,13495,GC,Hatchback,Crawford Clarke Cars,Belfast,,Renault
412,Hyundai Kona,2019,59883.0,1.0L,118.0,Manual,Petrol,11890,GC,SUV,Fusco Vehicle Sales,Bangor,,Hyundai
413,SEAT Ibiza,2018,31104.0,1.0L,113.0,Manual,Petrol,12499,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,SEAT
417,Audi A4 Avant,2017,52720.0,1.4L,148.0,Manual,Petrol,15495,GC,Estate,Burch Autos,Newtownards,,Audi
418,MINI Hatch,2020,45568.0,1.5L,136.0,Manual,Petrol,12499,GC,Hatchback,Charles Hurst Usedirect Portadown,Belfast,,MINI
419,Volkswagen T-Roc,2018,59856.0,1.0L,113.0,Manual,Petrol,14099,GC,SUV,Usedirect Belfast 62 Boucher Road,Belfast,,Volkswagen
420,Volkswagen Tiguan,2012,189000.0,2.0L,138.0,Manual,Diesel,6000,GC,SUV,E Flynn Car Sales,Ballygowan,,Volkswagen
421,Vauxhall Insignia,2018,19000.0,1.6L,134.0,Manual,Diesel,12995,GC,Hatchback,M Gallagher Motors,Newtownabbey,,Vauxhall
422,Peugeot 508 SW,2020,74822.0,1.6L,222.0,Automatic,Petrol Plug-in Hybrid,15999,GC,Estate,Charles Hurst Usedirect Portadown,Belfast,,Peugeot
423,Toyota Aygo,2015,57000.0,1.0L,69.0,Manual,Petrol,5395,GC,Hatchback,Burch Autos,Newtownards,,Toyota
424,Audi Q5,2015,80000.0,2.0L,187.0,Automatic,Diesel,16290,GC,SUV,Morgan Cars and Commercials Ltd,Ballyclare,,Audi
425,Ford Mondeo,2011,138000.0,2.0L,143.0,Manual,Petrol,2499,GC,Hatchback,E Flynn Car Sales,Ballygowan,,Ford
426,Maserati Ghibli,2020,35842.0,3.0L,271.0,Automatic,Diesel,29995,GC,Saloon,Donnelly Motorstore Mallusk,Newtownabbey,,Maserati
430,Vauxhall Astra,2016,64071.0,1.4L,148.0,Manual,Petrol,8499,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,Vauxhall
431,Nissan Qashqai,2017,48487.0,1.5L,108.0,Manual,Diesel,10495,GC,SUV,Car Brothers NI,Newtownabbey,,Nissan
432,BMW 3 Series,2019,53141.0,2.0L,181.0,Automatic,Petrol,21495,GC,Saloon,Car Brothers NI,Newtownabbey,,BMW
433,SEAT Leon,2016,73288.0,1.4L,150.0,Automatic,Petrol,12490,GC,Hatchback,Auto Q,Belfast,,SEAT
434,Ford Fiesta,2014,67000.0,1.25L,81.0,Manual,Petrol,5895,GC,Hatchback,Fc Motors,Newtownabbey,,Ford
435,BMW 3 Series,2007,24740.0,3.0L,215.0,Automatic,Petrol,11995,GC,Convertible,Auto Choice,Newtownards,,BMW
436,MINI Countryman,2014,36250.0,1.6L,122.0,Manual,Petrol,9495,GC,SUV,SUITOR AUTOS LTD,Newtownards,,MINI
437,Audi TT,2010,101000.0,2.0L,197.0,Manual,Petrol,4300,GC,Coupe,,,,Audi
438,Fiat 500L,2019,19691.0,1.4L,94.0,Manual,Petrol,11995,GC,MPV,Crawford Clarke Cars,Belfast,,Fiat
439,Fiat Punto,2013,56000.0,1.2L,69.0,Manual,Petrol,2695,Cat D,Hatchback,Fc Motors,Newtownabbey,,Fiat
443,Honda Civic,2019,38900.0,1.6L,118.0,Manual,Diesel,13299,GC,Hatchback,Usedirect Belfast 62 Boucher Road,Belfast,,Honda
444,KIA Sportage,2018,32000.0,1.6L,130.0,Manual,Petrol,16999,GC,SUV,Charles Hurst Kia Newtownabbey,Newtownabbey,,KIA
446,Renault Twingo,2010,93662.0,1.6L,131.0,Manual,Petrol,4250,GC,Hatchback,Clearly Cars,Belfast,,Renault
447,Peugeot 2008,2019,27123.0,1.2L,108.0,Manual,Petrol,11995,GC,SUV,Regency Cars,Newtownards,,Peugeot
448,Volvo XC70,2009,170000.0,2.4L,202.0,Automatic,Diesel,5595,GC,Estate,John Glasgow Car Sales LTD,Larne,,Volvo
449,Hyundai i30,2019,19645.0,1.0L,118.0,Manual,Petrol,12390,GC,Hatchback,Fusco Vehicle Sales,Bangor,,Hyundai
450,SEAT Leon,2021,29525.0,1.0L,108.0,Manual,Petrol,16990,GC,Hatchback,Agnew Volkswagen Mallusk,Newtonabbey,,SEAT
451,BMW 5 Series,2014,97000.0,2.0L,181.0,Automatic,Diesel,10995,GC,Saloon,DYNAMIC VEHICLES NI LTD,Ballyclare,,BMW
452,Peugeot 208,2020,17078.0,1.2L,99.0,Manual,Petrol,13999,GC,Hatchback,Charles Hurst Peugeot Belfast,Belfast,,Peugeot
456,MINI Hatch,2017,32000.0,2.0L,189.0,Manual,Petrol,12995,GC,Hatchback,Burch Autos,Newtownards,,MINI
457,Audi A3,2015,88000.0,1.6L,108.0,Manual,Diesel,9450,GC,Hatchback,M J Motors,Belfast,,Audi
458,Renault Kadjar,2016,51802.0,1.6L,130.0,Manual,Diesel,11495,GC,SUV,Crawford Clarke Cars,Belfast,,Renault
459,Volkswagen Golf,2019,40381.0,1.0L,113.0,Manual,Petrol,13799,GC,Hatchback,Usedirect Belfast 27 Boucher Road,Belfast,,Volkswagen
460,Vauxhall Zafira Tourer,2016,60000.0,1.6L,132.0,Manual,Diesel,6950,GC,MPV,,,,Vauxhall
461,Ford Ecosport,2020,17100.0,1.0L,123.0,Manual,Petrol,13300,GC,SUV,Trust Ford Belfast,Newtownabbey,,Ford
462,Audi A5,2017,44000.0,2.0L,187.0,Automatic,Diesel,20995,GC,Hatchback,M J Motors,Belfast,,Audi
463,Fiat Panda,2015,39000.0,1.2L,69.0,Manual,Petrol,5999,GC,Hatchback,Charles Hurst Usedirect Budget Choice,Belfast,,Fiat
464,Peugeot 508 SW,2020,63524.0,1.6L,222.0,Automatic,Petrol Plug-in Hybrid,15899,GC,Estate,Charles Hurst Peugeot Belfast,Belfast,,Peugeot
465,Mitsubishi ASX,2021,24941.0,2.0L,148.0,Automatic,Petrol,16499,GC,SUV,Charles Hurst Usedirect Dundonald,Belfast,,Mitsubishi
469,Fiat 500X,2019,49633.0,1.0L,118.0,Manual,Petrol,10995,GC,SUV,Donnelly Fiat Mallusk,Newton Abbey,,Fiat
470,Hyundai Tucson,2017,50009.0,1.7L,114.0,Manual,Diesel,12999,GC,SUV,Charles Hurst Usedirect Newtownards,Newtownards,,Hyundai
471,Peugeot 3008,2017,37676.0,1.6L,118.0,Manual,Diesel,13995,GC,SUV,Donnelly Motorstore Mallusk,Newtownabbey,,Peugeot
472,Nissan X-Trail,2020,40963.0,1.7L,148.0,Manual,Diesel,19899,GC,SUV,Charles Hurst Nissan Newtownabbey,Newtownabbey,,Nissan
473,Ford Mondeo,2019,57204.0,2.0L,148.0,Manual,Diesel,13499,GC,Hatchback,Charles Hurst Usedirect Newtownabbey,Newtownabbey,,Ford
474,Vauxhall Meriva,2014,33000.0,1.4L,99.0,Manual,Petrol,6750,GC,MPV,James Logan Cars,Carrickfergus,,Vauxhall
475,Land Rover Range Rover Evoque,2017,76841.0,2.0L,177.0,Manual,Diesel,16495,GC,SUV,Gary Hutchinson Car Sales Ltd,Belfast,,Land
476,Toyota RAV4,2016,82000.0,2.0L,141.0,Manual,Diesel,11750,GC,SUV,PL Motors LTD,Newtownabbey,,Toyota
477,Mercedes-Benz CLS,2005,100000.0,5.5L,500.0,Automatic,Petrol,12000,GC,Saloon,,,,Mercedes-Benz
478,Mazda CX-30,2020,29093.0,2.0L,120.0,Manual,Petrol,17495,GC,SUV,Ballyrobert Mallusk,Newtownabbey,,Mazda
482,MG MG3,2016,17000.0,1.5L,105.0,Manual,Petrol,6250,GC,Hatchback,Ss Logan & Son Ltd Est 1935,Newtownabbey,,MG
483,Nissan Note,2013,79079.0,1.4L,87.0,Manual,Petrol,3995,GC,Hatchback,M H MOTORS LTD,Newtownabbey,,Nissan
484,MINI Hatch,2019,39337.0,1.5L,134.0,Manual,Petrol,13495,GC,Hatchback,Ralph Patterson Cars Sales,Carrickfergus,,MINI
485,BMW 4 Series Gran Coupe,2017,52236.0,2.0L,188.0,Automatic,Diesel,18995,GC,Hatchback,Crawford Clarke Cars,Belfast,,BMW
487,Volkswagen T-Roc,2018,42473.0,1.5L,148.0,Manual,Petrol,16990,GC,SUV,Fusco Vehicle Sales,Bangor,,Volkswagen
488,Hyundai Kona,2020,10861.0,1.0L,118.0,Manual,Petrol,15995,GC,SUV,Ballyrobert Vauxhall Bangor,Bangor,,Hyundai
489,Ford C-Max,2016,83356.0,1.5L,118.0,Manual,Diesel,7895,GC,MPV,Fusco Vehicle Sales,Bangor,,Ford
490,SKODA Superb,2017,92552.0,2.0L,148.0,Manual,Diesel,13250,GC,Hatchback,Morgan Cars and Commercials Ltd,Ballyclare,,SKODA
491,BMW 3 Series,2012,129000.0,2.0L,181.0,Automatic,Diesel,9250,GC,Saloon,Advanced Auto Sales,Belfast,,BMW
495,SEAT Leon,2017,55683.0,1.8L,178.0,Manual,Petrol,12650,GC,Hatchback,HMK Car Sales Ltd,Newtownabbey,,SEAT
